Module	Section	Sample Name	Source
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.18G_Rep3_R1_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.18G_Rep3_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.18G_Rep2_R2_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.18G_Rep2_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.18G_Rep2_R1_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.18G_Rep2_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.18G_Rep1_R2_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.18G_Rep1_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.18G_Rep1_R1_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.18G_Rep1_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.09G_Rep3_R2_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.09G_Rep3_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.09G_Rep3_R1_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.09G_Rep3_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.09G_Rep2_R2_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.09G_Rep2_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.09G_Rep2_R1_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.09G_Rep2_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.09G_Rep1_R2_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.09G_Rep1_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_0.09G_Rep1_R1_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_0.09G_Rep1_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_uG_Rep4_R2_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_uG_Rep4_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_uG_Rep4_R1_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_uG_Rep4_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_uG_Rep3_R2_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_uG_Rep3_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_uG_Rep3_R1_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_uG_Rep3_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_uG_Rep2_R2_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_uG_Rep2_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_uG_Rep2_R1_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_uG_Rep2_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_uG_Rep1_R2_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_uG_Rep1_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Atha_Ler-0_sl_FLT_uG_Rep1_R1_raw	/tmp/test251,docker/work/48/dc8a7942a3e393477454893b76a34c/mqc_in/Atha_Ler-0_sl_FLT_uG_Rep1_R1_raw.fastq.gz_trimming_report.txt
