Module	Section	Sample Name	Source
Cutadapt	all_sections	Mmus_BAL-TAL_RRTN_GC_Rep4_G10_R2_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_RRTN_GC_Rep4_G10_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_RRTN_GC_Rep4_G10_R1_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_RRTN_GC_Rep4_G10_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_LRTN_GC_Rep3_G9_R2_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep3_G9_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_LRTN_GC_Rep3_G9_R1_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep3_G9_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_LRTN_GC_Rep2_G8_R2_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep2_G8_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_LRTN_GC_Rep2_G8_R1_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep2_G8_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_LRTN_GC_Rep1_G6_R2_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep1_G6_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_LRTN_GC_Rep1_G6_R1_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep1_G6_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_R2_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_R1_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_R2_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_R1_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_R2_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_R1_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_R1_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_R2_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_R2_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_R1_raw	/tmp/test194/work/bc/ba8b5361ace200074a1a30cd7d397b/mqc_in/Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_R1_raw.fastq.gz_trimming_report.txt
