index	description	sample(s)	function	code	message	code_level	kwargs	config
('Mmus_BAL-TAL_LRTN_GC_Rep1_G6', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Mmus_BAL-TAL_LRTN_GC_Rep1_G6'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_GC_Rep1_G6.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_GC_Rep1_G6.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_GC_Rep2_G8', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Mmus_BAL-TAL_LRTN_GC_Rep2_G8'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_GC_Rep2_G8.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_GC_Rep2_G8.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_GC_Rep3_G9', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Mmus_BAL-TAL_LRTN_GC_Rep3_G9'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_GC_Rep3_G9.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_GC_Rep3_G9.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_RRTN_GC_Rep4_G10', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Mmus_BAL-TAL_RRTN_GC_Rep4_G10'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_RRTN_GC_Rep4_G10.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_RRTN_GC_Rep4_G10.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_FLT_Rep1_F6', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Mmus_BAL-TAL_LRTN_FLT_Rep1_F6'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_FLT_Rep1_F6.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_FLT_Rep1_F6.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_FLT_Rep2_F7', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Mmus_BAL-TAL_LRTN_FLT_Rep2_F7'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_FLT_Rep2_F7.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_FLT_Rep2_F7.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_FLT_Rep3_F8', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Mmus_BAL-TAL_LRTN_FLT_Rep3_F8'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_FLT_Rep3_F8.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_FLT_Rep3_F8.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_FLT_Rep4_F9', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Mmus_BAL-TAL_LRTN_FLT_Rep4_F9'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_FLT_Rep4_F9.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_FLT_Rep4_F9.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_FLT_Rep5_F10', 'Data Assets', 'sample gene counts table')	Check data asset for key 'sample gene counts table' exists	{'Mmus_BAL-TAL_LRTN_FLT_Rep5_F10'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_FLT_Rep5_F10.genes.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_FLT_Rep5_F10.genes.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.genes.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_BSL_Rep1_B7', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_LRTN_BSL_Rep1_B7'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_BSL_Rep1_B7.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_BSL_Rep1_B7.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_RRTN_BSL_Rep2_B8', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_RRTN_BSL_Rep2_B8'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_RRTN_BSL_Rep2_B8.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_RRTN_BSL_Rep2_B8.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_RRTN_BSL_Rep3_B9', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_RRTN_BSL_Rep3_B9'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_RRTN_BSL_Rep3_B9.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_RRTN_BSL_Rep3_B9.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_RRTN_BSL_Rep4_B10', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_RRTN_BSL_Rep4_B10'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_RRTN_BSL_Rep4_B10.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_RRTN_BSL_Rep4_B10.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_GC_Rep1_G6', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_LRTN_GC_Rep1_G6'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_GC_Rep1_G6.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_GC_Rep1_G6.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_GC_Rep2_G8', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_LRTN_GC_Rep2_G8'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_GC_Rep2_G8.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_GC_Rep2_G8.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_GC_Rep3_G9', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_LRTN_GC_Rep3_G9'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_GC_Rep3_G9.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_GC_Rep3_G9.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_RRTN_GC_Rep4_G10', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_RRTN_GC_Rep4_G10'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_RRTN_GC_Rep4_G10.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_RRTN_GC_Rep4_G10.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_FLT_Rep1_F6', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_LRTN_FLT_Rep1_F6'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_FLT_Rep1_F6.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_FLT_Rep1_F6.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_FLT_Rep2_F7', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_LRTN_FLT_Rep2_F7'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_FLT_Rep2_F7.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_FLT_Rep2_F7.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_FLT_Rep3_F8', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_LRTN_FLT_Rep3_F8'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_FLT_Rep3_F8.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_FLT_Rep3_F8.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_FLT_Rep4_F9', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_LRTN_FLT_Rep4_F9'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_FLT_Rep4_F9.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_FLT_Rep4_F9.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_FLT_Rep5_F10', 'Data Assets', 'sample isoform counts table')	Check data asset for key 'sample isoform counts table' exists	{'Mmus_BAL-TAL_LRTN_FLT_Rep5_F10'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_FLT_Rep5_F10.isoforms.results	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_FLT_Rep5_F10.isoforms.results'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.isoforms.results'], 'tags': ['processed'], 'resource categories': {'subcategory': 'Raw Counts Data', 'subdirectory': 'Count Data', 'publish to repo': True, 'include subdirectory in table': False, 'table order': 10}}}	{}
('Mmus_BAL-TAL_LRTN_BSL_Rep1_B7', 'Data Assets', 'sample counts stats directory')	Check data asset for key 'sample counts stats directory' exists	{'Mmus_BAL-TAL_LRTN_BSL_Rep1_B7'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_LRTN_BSL_Rep1_B7.stat	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_LRTN_BSL_Rep1_B7.stat'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.stat'], 'tags': ['processed'], 'resource categories': {'subcategory': None, 'subdirectory': None, 'publish to repo': False, 'include subdirectory in table': False, 'table order': -1}}}	{}
('Mmus_BAL-TAL_RRTN_BSL_Rep2_B8', 'Data Assets', 'sample counts stats directory')	Check data asset for key 'sample counts stats directory' exists	{'Mmus_BAL-TAL_RRTN_BSL_Rep2_B8'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_RRTN_BSL_Rep2_B8.stat	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_RRTN_BSL_Rep2_B8.stat'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.stat'], 'tags': ['processed'], 'resource categories': {'subcategory': None, 'subdirectory': None, 'publish to repo': False, 'include subdirectory in table': False, 'table order': -1}}}	{}
('Mmus_BAL-TAL_RRTN_BSL_Rep3_B9', 'Data Assets', 'sample counts stats directory')	Check data asset for key 'sample counts stats directory' exists	{'Mmus_BAL-TAL_RRTN_BSL_Rep3_B9'}	_load_asset	FlagCode.GREEN	Data asset located: Mmus_BAL-TAL_RRTN_BSL_Rep3_B9.stat	20	{'asset': PosixPath('03-RSEM_Counts/Mmus_BAL-TAL_RRTN_BSL_Rep3_B9.stat'), 'config': {'processed location': ['03-RSEM_Counts', '{sample}.stat'], 'tags': ['processed'], 'resource categories': {'subcategory': None, 'subdirectory': None, 'publish to repo': False, 'include subdirectory in table': False, 'table order': -1}}}	{}
