"","Mmus_BAL-TAL_LRTN_BSL_Rep1_B7","Mmus_BAL-TAL_RRTN_BSL_Rep2_B8","Mmus_BAL-TAL_RRTN_BSL_Rep3_B9","Mmus_BAL-TAL_RRTN_BSL_Rep4_B10","Mmus_BAL-TAL_LRTN_GC_Rep1_G6","Mmus_BAL-TAL_LRTN_GC_Rep2_G8","Mmus_BAL-TAL_LRTN_GC_Rep3_G9","Mmus_BAL-TAL_RRTN_GC_Rep4_G10","Mmus_BAL-TAL_LRTN_FLT_Rep1_F6","Mmus_BAL-TAL_LRTN_FLT_Rep2_F7","Mmus_BAL-TAL_LRTN_FLT_Rep3_F8","Mmus_BAL-TAL_LRTN_FLT_Rep4_F9","Mmus_BAL-TAL_LRTN_FLT_Rep5_F10"
"ENSMUSG00000006435",1554.10940536858,4537.64636725423,3480.40423998753,1262.40229407715,4737.93999148149,3507.77957351475,698.526891875546,2336.42010238771,1454.12817980212,3207.26280800261,1181.08990628556,3292.31003370576,1726.10889722331
"ENSMUSG00000006456",1802.52564994463,992.588985758107,1234.75780767599,2352.0802850841,3389.0738636637,2843.26757014447,453.965604210875,64.4367632974479,2277.49881715923,254.84096488897,4946.69053866874,861.632702963608,6128.18057511013
"ENSMUSG00000006457",3504.16134313037,646.624931292213,3586.19677331665,2110.753628612,2287.80950727562,3567.69860536505,3633.0059577696,1482.39536226713,1747.29586517715,462.618204139243,1035.65244901806,1397.69110960236,4339.29762226092
"ENSMUSG00000006463",1221.82615719428,4095.38855807518,2100.03392917539,2381.20124261382,3570.813098474,2026.39240851387,1418.66742580862,5098.86991561105,315.086540311013,3579.50202588912,4731.36389872518,417.854848145966,5814.64489725067
"ENSMUSG00000006464",1029.42581365562,2131.88724982471,1731.62957095936,2364.52057893872,4069.45468784016,2754.15924576378,4393.54964008593,4439.18808192713,350.360377718038,1136.99319496144,688.335686626496,2560.37707301983,1114.73356376322
"ENSMUSG00000007338",2585.54207207649,2650.52613650224,4437.03639987044,324.04888626225,1392.9815376324,129.829117756016,2286.87185190992,4238.76181289251,1119.52966288111,1107.58592544126,1429.00143432695,4980.65413566154,2625.07538196382
"ENSMUSG00000009378",1562.38820931882,1292.90781198379,1209.80947571555,1611.33150065852,1672.88145380194,1283.59948416741,1935.26267443911,5621.43390973498,2663.53025073178,3280.31181784381,1205.0887568292,410.703601069324,2544.12383458071
"ENSMUSG00000010095",3546.90384008305,1048.40095172072,2853.95872145485,1882.22264722352,3628.78627359849,1528.7644374377,632.421824773854,3331.20664709858,830.537774928047,745.719712941981,5315.95890894125,2330.7380317039,114.648019018977
"ENSMUSG00000010097",2910.1028538915,2745.66912887735,2027.49579423299,2013.91585832393,4039.78392577536,3493.25287167697,1740.82212147546,146.133017279489,1209.10874782345,3769.12097423259,3864.18457092133,82.2116580589149,3641.83625046867
"ENSMUSG00000010110",3567.78120637268,2980.05628326907,532.120609648051,2080.07437622085,2142.40682202036,3245.82791308393,3549.51801886308,6192.18596985263,2899.15241717879,3661.64891069168,24401.2614179447,929.938365181298,5238.4471634225
"ENSMUSG00000010663",2088.70140738595,1084.77571048183,1712.11834873325,380.972529760586,576.178473813176,3815.00357258399,1558.01242087425,758.904108269153,2508.67987066327,382.221384075702,6390.6385674081,4146.83350377995,4529.05972892692
"ENSMUSG00000011752",684.627134304534,3841.85811496124,3546.39818986021,848.689626767175,1177.02068523926,3811.27836576701,4278.57736031274,5382.29275322452,3184.12144106888,2770.76234352061,3772.34572984404,1301.32746673246,5726.0310116001
"ENSMUSG00000012443",3574.55159712153,4045.54327078495,370.269373553927,208.671899646809,1286.95237361028,1036.73135751551,4469.62136848833,3113.98915285799,1392.4719279293,1344.33142265336,5316.41590871156,2686.7294937331,373.486817425964
"ENSMUSG00000013662",3866.04766218401,1439.05865564493,161.870347028042,742.3780678967,1067.64082870264,4191.18395741019,1097.99163885234,7790.35076191459,1321.90402093108,1963.48072575358,1100.12215600761,4641.45630914126,5635.93456977582
"ENSMUSG00000013663",3959.59367480001,1813.15472013072,1263.42571927169,2923.01994732504,646.347294219334,3472.86109078711,1568.73470822178,4961.72549873212,2546.67065004454,2764.00582166809,4959.73538480893,1826.61036921524,4320.59368221886
"ENSMUSG00000015176",2915.25110672024,4149.41331002658,4701.11941516656,1899.59642203617,3088.44120538009,3729.52832345302,2324.84126976538,7400.58832490908,3264.93039097399,3217.46174101566,4475.19430328593,2558.01909964404,1247.90155142651
"ENSMUSG00000016495",1846.14926369243,2000.04485569958,3449.83845336508,2676.83245877572,2129.02759182259,59.1830178883856,2655.11711067958,1211.65025203625,2180.07826145373,3533.4488305007,4879.65647432194,773.565353727074,5632.04289936813
"ENSMUSG00000016496",3045.3148430819,0,4570.12293225466,1264.21238571987,3089.88004829916,4340.46223014447,579.770174417827,7248.99514505514,1418.71737212736,4358.62313388798,3113.16868680345,4009.39329932898,3455.24468367735
"ENSMUSG00000016498",1482.51509216794,4664.98119838307,4727.77734378356,1852.15017095503,2658.49006293111,261.364680879121,2916.33971463285,3542.67110124339,595.599396754721,2305.09065837638,4571.14737474162,4244.86708315049,2494.99755175587
"ENSMUSG00000018820",1941.27047126967,4218.45116291017,2336.17905207805,841.800110919273,2827.74355987831,2713.59364760386,3926.67598160783,888.132273016713,2764.22003850973,926.880626397057,6878.92487899946,1727.2102245988,5716.94693690324
"ENSMUSG00000018821",243.642930173192,3101.88042241988,268.07790120483,2550.47093010016,4364.57348129162,1102.44795530407,990.055739345507,5667.13053017653,2070.13012640982,3331.21960805023,7221.21594134444,2163.15699380603,342.005168193253
"ENSMUSG00000018822",3496.98654356301,938.979748379038,3228.48983064374,2231.52684058276,1415.19192813473,462.712749041918,892.977626232474,2192.088988737,2331.3904875087,4290.99873862816,303.638949695149,2743.25052249767,3192.30961372628
"ENSMUSG00000023307",3365.45248654769,2162.47832526498,3391.32609655508,1639.39332296157,4303.70972270567,3842.1107861653,3417.08528812954,5434.57120192076,572.208797066733,1883.09080329167,328.447816018335,4272.00534413458,5720.27161233563
"ENSMUSG00000024639",4098.97697463834,4041.96073678291,593.480240243554,2460.78823760535,2142.65035317526,3446.24505218346,4140.91344413227,1581.34657468685,2742.08640234561,895.078728761995,5383.43858772546,3802.64470471467,2880.11739161231
"ENSMUSG00000024640",2445.05143182218,3455.55812667418,2238.28680426575,1830.31386312984,1512.65503771142,2853.52805892255,2762.52205631992,1604.99452393374,1397.57524691128,2039.84738562699,6761.82538405385,3420.02587135617,985.655166163101
"ENSMUSG00000024642",1255.23924494359,845.118599452741,1318.3932763535,168.305671108043,537.925411156342,1418.90625324183,2890.1468528989,6097.94895156151,1110.6443649237,2436.39384363862,6247.67809328997,3471.17286989195,6213.65153312102
"ENSMUSG00000024650",3870.51546089435,1253.25053004078,2770.90057823516,271.998418624722,763.193626514342,2071.57913226998,3583.95031040226,5742.84536984557,1194.65730406438,993.606983814223,5714.77406471857,4594.21295951647,1065.67846583119
"ENSMUSG00000024653",850.826386159775,4462.32119457682,431.176718221315,759.663755855865,1760.55464266963,1733.79787270537,3251.96378184139,4142.36349362247,14.4681291742191,2807.8482666807,5131.8020728837,3692.61839668751,245.61041072759
"ENSMUSG00000024654",1587.7895022392,3884.68522734728,388.639795858274,2536.14863374364,3428.1012488056,1796.89219476387,3884.07128602673,649.648319443001,2401.89977303189,1536.83366279384,747.5861494144,4563.86689775005,899.397604841948
"ENSMUSG00000024658",710.842171283243,2413.89791560501,4948.75541184524,2100.23224864176,818.395630006739,3234.22514577826,3386.82316279196,3155.09588484897,907.67948407035,2121.25263560582,3503.43623671253,1148.98265634688,3583.20064945006
"ENSMUSG00000024659",4203.40083346932,1575.99135872531,1837.15236062074,472.581525144624,3715.70062000221,1271.81065996069,3678.66190276252,6448.95370679166,2243.20096369315,893.369919639892,2964.08167076386,4970.43677020712,3607.50237980421
"ENSMUSG00000024660",159.258170148311,1296.27304805384,3853.560452027,3151.26281414709,2093.12348830722,1845.03644345445,1531.05821330312,631.938790480957,2110.95633752252,556.70918402512,412.555399117207,5001.38883008393,5690.83138805045
"ENSMUSG00000024661",151.409580218742,438.176670957223,3545.39044829877,2228.96942381402,1858.15723011758,3355.26155240825,3907.10518003783,3063.19364756164,8451.51327300667,2137.0647381048,6334.64554427198,2527.58759481571,3254.88069109803
"ENSMUSG00000024663",3601.1853135012,1388.00165681008,2789.99405065656,2196.73235401847,4194.27721552445,3009.47589811774,1012.5194182488,6968.66639670921,1558.59024686851,2983.64024923343,6094.7764883958,911.113619348095,4676.66687320541
"ENSMUSG00000024664",3683.03244259911,3121.52720962503,3719.51425985779,3390.32827145802,2573.29266089617,3953.46452442859,2674.54573259034,4012.79359904736,752.085872400812,1396.09294739423,2596.8015928807,3115.35990694805,761.332282802663
"ENSMUSG00000024665",1340.05761415559,424.649080725787,23.2661141951433,1189.83861423082,3205.84521421309,2792.40068086817,3870.74034222937,881.811604937591,2215.61149559699,113.904104616077,4651.84786638266,2101.59510616546,3397.62993103878
"ENSMUSG00000024666",1242.73962110633,2892.67918218274,2623.75036888263,984.633784314972,1911.67302860719,4264.32640541384,3621.97444496246,7712.35707556717,2516.02485267983,3273.66426951428,1157.86485185412,508.4088106315,4983.13092975897
"ENSMUSG00000024667",2160.08002688284,1807.23445713476,782.833724324584,3252.14031055056,388.786140239431,1386.98873315756,1927.61431980541,1127.75973600316,2039.62510241545,4282.78409032158,1750.23384986224,1034.17168840985,2187.67397256204
"ENSMUSG00000024668",772.638635324535,3989.6793505519,1681.43603062587,1197.43881198169,1673.71388715827,4049.27648593897,280.090308146318,3587.21163512857,855.984257020871,805.47220914536,1451.77859054666,2669.75733174972,4496.63526097422
"ENSMUSG00000024669",4297.64622115552,3464.11525980922,1270.46602792509,187.483406853827,1890.5398573508,1232.2446728866,1794.84770217339,7579.80848437971,970.652180405719,624.408997320936,2894.43485819682,1268.51484044461,4575.69967365988
"ENSMUSG00000024670",2465.27387107334,2734.94847009314,5071.36699344571,404.758033034267,1614.97089196469,2555.70636081583,1969.78475295671,7103.55472309721,2967.29200608498,2830.48216384212,5302.42104230477,136.857852421179,2893.65936268706
"ENSMUSG00000024672",2928.09391363925,4264.81531962802,3408.241290957,2510.86684382306,2758.74638638935,2665.45977363145,1108.56213309573,5711.58228978706,1615.88583979064,3859.23794164868,4341.33298629509,2399.82916561064,4594.45057853954
"ENSMUSG00000024673",2553.86274461539,2639.516301683,442.640428044833,3188.42972905958,2861.95222418531,2437.27463725315,4258.67707390083,7671.74100581645,670.179379280414,153.730215447326,5868.14852905343,3991.4906726285,3459.17545335868
"ENSMUSG00000024675",2152.29913066403,355.203904538687,2998.40526522752,1194.11273675667,1652.11870340531,4078.77486736465,173.985517558321,6119.00833375088,721.635009605436,121.73701870696,1510.92321221784,5041.04984991329,3576.96741222667
"ENSMUSG00000024677",3731.10815458653,960.308554945699,3079.41367333199,855.884810035743,319.171053971094,3962.90463484888,2481.9292447324,22.5337373982325,1999.99211484276,901.669970465164,4657.91678334959,63.0339435901668,2715.96675064794
"ENSMUSG00000024678",3455.02860082423,2718.62673939306,50.6073452667278,917.119685095621,1096.58080535616,495.530956761028,4052.57772521142,2801.42040806108,2631.31387484251,1560.18153796117,4053.74829932812,1993.52001823791,4370.60531849313
"ENSMUSG00000024679",475.993295751377,7.25938265658108,1979.96671346088,3178.02018161469,1649.85620517478,1899.80675822908,3554.98822457546,4299.16324480525,3088.87127053224,3904.26497137479,5297.91697634308,2786.70315970202,1092.55506018866
"ENSMUSG00000024680",1077.40670684028,1520.35369322188,2533.62316099656,1662.09019963964,3986.89942087979,2535.07596192526,3704.73229490343,7283.40399676654,1802.55952695656,600.946920637505,4355.85000703349,2123.87921410299,4203.32969487207
"ENSMUSG00000024681",809.441017566501,432.762720046463,686.109788063351,953.90533111304,4547.66784210023,3105.45460709537,2285.23941391321,5690.02416762862,1144.10218697071,4155.492529947,252.792223889441,3463.45367134062,1533.28347032978
"ENSMUSG00000024682",456.913306986951,4637.90925908562,5024.20512487701,1262.50017161421,3358.41673499755,2245.48984449934,3892.59059074014,7677.86662418051,3229.86719410809,2702.75505611845,1026.89837428938,3435.80479677418,1256.6867206668
"ENSMUSG00000024683",4574.83712620491,4188.52382985389,4901.09731231317,995.071189149843,4451.83846581695,2363.86910916461,3468.65641863075,1959.20032667281,451.96675975211,2137.37233726385,1284.38690493418,3679.26663102822,1917.37187684173
"ENSMUSG00000024687",4491.76085749379,2989.37779872906,4026.92396832539,889.439341794333,4043.62073972684,3600.77112918304,1655.32948574062,7853.7556881464,600.098125537063,1322.11892345414,3473.11108992909,3937.37091230004,451.843271875125
"ENSMUSG00000024691",3686.78639882983,1782.63602192833,2374.07358326374,1899.78426410138,2410.41151438064,1621.027718225,3355.03780323071,2511.85952631704,1943.06392233187,1696.30341434685,6129.41124101939,890.553218281926,528.000570130085
"ENSMUSG00000024694",3430.23484404406,4365.94143665763,946.272325237875,2572.20691087014,1735.98220817959,2121.88830084446,3615.57695498128,5467.08074970406,756.669003758091,401.659559498879,6682.31796142183,2134.51405524638,1346.34551367971
"ENSMUSG00000024695",519.013438282038,3217.16052652067,4111.04050994099,1370.65785394212,1307.19632573351,1250.28790222406,665.073828261625,3546.80893971043,1956.23863701,609.180165448689,5318.12035420387,2171.20902208643,4669.69937670877
"ENSMUSG00000024696",2231.34156627017,1442.21695871225,704.225658842568,461.451573589755,3084.67320601934,4657.42359165375,4055.58845878337,870.395604476156,2858.64163416002,4210.92709723022,4918.09062179485,228.170803490949,4991.17279125345
"ENSMUSG00000024697",3815.28144890039,4789.89678344736,236.787333923843,3335.84418681604,497.012783913652,146.28714913744,1206.34519441238,7802.0961325436,2541.06586788652,78.5166588642499,3936.29853419673,4734.43925757606,5500.98441327672
"ENSMUSG00000024712",59.5139273423904,3920.48991017976,1761.82064966591,2306.64825489652,1724.85442768481,3242.04373973445,2553.52793018361,1780.43589916187,621.451351354282,87.6030871138776,945.187233938916,2919.87289133443,733.152002699423
"ENSMUSG00000024713",4282.76533476819,1198.74253069929,354.363464297324,3048.56586191171,1717.55495868446,943.93973301358,1692.08685168808,7958.83496550065,2015.87991145145,723.704576729399,1390.68418919727,3635.04929271264,4337.73589176692
"ENSMUSG00000024725",475.128934925695,5010.15495864451,264.084223637353,2180.06010937053,2759.60752475224,2998.68833628643,3929.5494175966,2693.0841455364,2992.08727151975,956.221985368488,4432.68793730177,2676.59446030341,2364.1078660685
"ENSMUSG00000024726",3240.97537812044,2527.34433853102,3903.59187618225,2325.37824228334,2172.82492073034,2487.20274368493,3064.59847782788,7668.12805344487,1069.0201237138,3564.01631872199,5102.58112242339,267.106887646615,5733.4984725404
"ENSMUSG00000024727",1370.37217691029,5266.91857815637,3159.00742866236,2603.04973205161,3738.52420586835,2761.83947432046,2647.98636738574,3177.28587034372,749.458344346864,3499.99354802972,3400.36012441567,4313.54396364428,5891.38665218163
"ENSMUSG00000024728",3177.33466727883,336.414835556504,4462.55619820786,1277.26241266815,1955.80408437598,3120.25599641171,770.311826015246,1380.4511512111,3410.14240548607,3130.72504930928,6024.80508922134,4158.4702306334,6147.95886437734
"ENSMUSG00000024729",2647.59735369527,4143.63312301,3236.57213959971,3178.9821281427,2004.24600853166,2982.291992541,4573.81193541894,6892.85258365242,2654.32522878514,3738.01368668634,3333.15723314901,1988.46723985292,2935.64428208498
"ENSMUSG00000024730",1451.94018543621,4542.9982117438,1255.35217002223,2202.91162867079,1710.38431778436,1636.59538869061,4360.10211533998,5777.35680736348,3057.95893090524,2951.17885381448,410.242538051484,1709.4172969496,4719.28478443515
"ENSMUSG00000024731",2428.28388447999,2224.78603977078,377.491049352435,956.579600452875,4572.7605303057,985.365437945951,2917.71912584062,6877.49695299245,439.745595400571,3097.39684090287,261.837480694998,2166.62393422083,293.242151491673
"ENSMUSG00000024732",3397.15380220588,640.980268561188,2817.91718800888,2399.88829567236,4149.63244637524,831.711298805186,29.6261118418733,82.1702239512282,2975.58757332776,1718.55268070099,3384.19296117525,4067.48447524712,2507.22825234124
"ENSMUSG00000024734",4517.61629338235,1475.53934342468,4391.46285182047,410.637162712181,3039.02077629833,1707.87299439704,2660.02296786548,4355.19548321529,2835.63679123499,4083.44778834398,1300.54981145885,657.462797113817,623.385216264788
"ENSMUSG00000024735",1490.70808661769,925.946190100171,4240.06923409002,2718.2771939732,2767.72711546157,1358.08804540793,2050.588791596,3854.53505755594,1957.97579827169,992.234615772023,5228.07917967847,2340.8344742984,4465.16551429986
"ENSMUSG00000024736",927.283596634143,2614.72886812653,4345.74405850815,967.573831562966,4599.29525337285,191.914910413745,3669.35502897148,3631.97339629795,326.773537864232,3887.23296309471,920.519267916195,2973.04903556303,4748.67067434886
"ENSMUSG00000024737",4423.69758075419,3332.35671251086,5080.3598064149,2248.2439171627,3806.7149215117,490.662018642768,4576.33034736118,4571.92453413473,1063.72048852068,2475.9729515511,6221.88744090169,3777.67384893103,3447.80427660099
"ENSMUSG00000024738",4229.54129168061,4036.89153844358,3784.8398646037,1981.27192536033,2639.24028168815,4326.53621835066,3120.64115823699,1350.96415598978,91.0491130304963,244.741394874078,2531.96212882544,4497.65746002741,4057.59097486416
"ENSMUSG00000024740",404.269606018615,2642.52302512447,4544.05613251221,71.4939736802147,4415.05349047772,40.5371139063601,3006.79400497801,186.37026013618,361.032790199072,4120.56903391072,7025.86869554464,827.574479090665,2838.33224507913
"ENSMUSG00000024742",4269.96577257982,4070.08750670514,3727.75674919754,843.656069849045,2632.60296525845,4622.70058068885,3241.43233381887,4234.78929692061,2780.94198446676,1064.92559193348,6987.40244873231,3410.76143060714,2278.4011738835
"ENSMUSG00000024743",1925.19055985429,1348.35643801636,308.483303045257,38.588514028937,1205.99188800632,867.17488533837,725.913702016195,103.038954831086,3208.87436342395,3265.37509140679,1914.13462852913,4105.74402498977,4626.70670669251
"ENSMUSG00000024747",1687.69039365503,4997.85286743193,2923.0820562563,1146.26624652201,952.682445413903,3069.82432149987,3883.51816778371,2371.30760559204,2400.59748337833,4290.34969243422,7106.32834760018,5013.85282997737,5894.2814058674
"ENSMUSG00000024749",1774.37507461256,4121.13363701585,623.793277628579,3221.30742805803,4591.06640430861,3422.74484168976,492.512241680272,5441.13160149516,184.003419666212,2510.01260901376,1307.03462969339,2224.83783877927,2316.11602149876
"ENSMUSG00000024750",4169.75510653355,2639.60494881631,1537.69466018645,1345.86731803985,2263.68849580364,2256.08802318407,1295.22819483686,5725.06832093423,2287.77659134471,1750.49187968707,5424.01183573927,2744.31672809725,143.21841935612
"ENSMUSG00000024754",2737.28259240132,5263.00426434315,1399.02723619148,1448.38770810219,4424.11863685053,1415.85763662417,3287.08865643024,5673.37146548124,1883.61185727801,4238.24328560792,4752.38141723168,4044.74487507542,751.975826378866
"ENSMUSG00000024757",4469.08741141133,5297.53515452081,884.722655669825,2778.66426715089,1986.4590443194,1148.01075585588,396.036000427122,5107.0574622209,2894.63475663612,1502.83762284193,6276.04657715617,1550.41249790001,4418.58364476714
"ENSMUSG00000024758",1093.96272855082,1339.93719919555,2737.36845443506,413.195265771521,2908.14133940262,2404.01800376013,3377.36266083912,747.778232515435,1167.85596744081,219.457722314589,1567.45979192169,2438.03032468727,3944.61224315215
"ENSMUSG00000024759",777.160418859129,4409.9025441362,5071.7634654256,146.231795669379,1170.79292381765,43.741265810198,384.430752602214,5957.6665981125,2753.55685896894,4157.20860623456,6049.65562520639,2225.59641138349,4442.96905119733
"ENSMUSG00000024761",920.705806464557,2639.16026100992,1696.66932916832,2971.57276569791,414.765665263177,3355.49787471981,499.762216113264,1772.79432120694,3279.39619486302,1065.7226296097,540.120782775813,4152.28667167396,3771.1097792423
"ENSMUSG00000024764",3365.98116817998,36.2245431755286,2910.63896719813,1736.89328516461,1588.85720325873,4688.05209146667,722.898596583838,4250.88514141228,1125.66818406025,2912.31926107519,1154.33948708859,746.806214029614,3170.56400375165
"ENSMUSG00000024766",884.961904862123,253.160642545579,4054.65782330719,1447.39521266385,1731.00938582616,2335.38104175081,690.452381564224,1944.26334747683,1818.98770997735,2161.9014235758,547.88672519622,2256.79175496624,2484.19929610297
"ENSMUSG00000024767",3857.150844523,4420.38380917774,728.504868382031,573.73508067364,1878.27938789022,2318.17932877678,1662.70559405181,916.059431046272,2129.95285731472,1112.48604290656,2977.13853060964,3591.56343057855,2011.34731487044
"ENSMUSG00000024768",862.437940385718,1352.32741872992,371.449458282224,2498.05862471285,3994.03862089335,4448.78810156095,476.810251253446,1152.70210949703,1319.37111665678,198.01223091473,3692.95185907965,1105.0109978062,2676.57804413542
"ENSMUSG00000024769",911.026995523046,1176.8337559761,2769.42733495799,875.524775939609,1904.94952866073,3669.60789283078,279.965282630076,7160.40128138918,333.074453024529,3606.02373758109,2438.54764173267,3457.06558169868,3760.35044674951
"ENSMUSG00000024770",4558.56453495855,2743.49689189533,4381.81629363269,3278.74513144306,2609.40741077482,2882.48962101403,403.679577061609,3942.73743033107,2046.64172784923,906.726440408406,1662.64882179191,42.186688389205,842.538863779954
"ENSMUSG00000024771",2931.4254203064,3310.58544261412,1734.12345477463,237.3859023253,1126.75587243503,2765.60761540687,2104.36647554216,7257.49878663872,886.402818453971,3419.08227198827,2116.76058243352,4777.23829057687,1523.37196833259
"ENSMUSG00000024772",3579.10083838951,4541.89996321128,4139.99271682572,642.610736649766,2466.91944150169,4659.51202330221,3378.55049670543,3565.09477080518,778.356427483478,3197.73033760907,3302.19523539018,4481.70922590173,1591.52645383083
"ENSMUSG00000024773",532.634661553512,692.451262523687,115.002885391679,2380.95675604271,2578.34524085318,1069.27470368944,1455.74220929442,3768.95773613232,1869.26935489685,3643.79679206285,2083.76802705885,161.337279198965,3947.9811546733
"ENSMUSG00000024774",3387.08288244486,4181.80095908093,884.706595398284,1330.192566589,1015.74499887082,3979.93471806887,1838.65500524087,4767.84542312157,1876.2780336474,1063.76066395028,4977.38929959053,518.911480069304,4273.38234210132
"ENSMUSG00000024776",1890.52958407989,1166.5359052696,1620.342662519,2933.39105877627,3810.35221940991,2421.8979116449,1962.46877370555,277.291599666945,2970.85278594758,1240.69271797911,5502.69393928102,3701.33554333011,3813.01344644004
"ENSMUSG00000024777",4558.02344347429,1994.15979330951,2712.43980483206,1307.84547120465,3082.55778285901,3795.82594800993,3807.12083545158,2253.1382593941,188.517315108823,1265.30887043952,6813.73166567574,1007.48712271423,768.145250036623
"ENSMUSG00000024778",4167.9747423501,1992.50509964143,2108.33826392687,2617.71769452034,2725.87506080721,1379.22234026182,1082.73518498621,7627.87312718392,2864.73340423876,856.813218428426,6009.93481448366,318.803245179019,4745.98307420513
"ENSMUSG00000024780",4108.69068599421,5107.25808726062,4323.20005838644,1189.99262327657,2745.78348824544,2766.67594791704,697.775095680143,871.278288273955,320.324138717986,2750.4446413526,6270.06525029887,534.546209784723,6071.28952664532
"ENSMUSG00000024781",2061.96625584495,2439.08478209523,5046.34382946342,3099.16037138101,628.353152253502,2245.26497719671,1522.21985974605,4840.86127982407,3058.4003550431,3990.59927168338,3933.03742705725,3171.46713258878,1366.3424108317
"ENSMUSG00000024782",3745.56656091432,1032.36096962367,2120.18648539093,167.746781070147,3660.22507227183,356.927148898067,888.306474865955,5992.51934526926,1061.82023525509,1920.97944641032,3986.48693666042,968.078673370548,4270.49431125851
"ENSMUSG00000024784",4099.19649741589,1754.7965682171,1708.70894928057,272.390168559342,0.938454295723095,20.3944230197978,3059.5685317878,4573.37999154989,1505.55407809491,3981.75982997561,2209.47524727028,3027.26448595901,1442.6985197726
"ENSMUSG00000024785",904.578671191558,2921.75492827398,475.800691410408,2018.95232879472,4463.69937748455,57.82120474455,1036.53342980898,7959.66401597076,213.098369801154,2325.22088424558,6482.95254196166,4132.01650637684,5684.36749388989
"ENSMUSG00000024786",3469.85535237937,5098.45858115131,3926.26200011113,1384.07052808901,1320.51754041689,2691.27115781018,331.775697161622,2269.95718059764,468.562257607397,1505.79702566728,6292.91772866536,5075.07679647696,4315.87628419679
"ENSMUSG00000024787",3916.25572784772,4607.31641328863,4811.03802497405,2898.17786964069,775.15992889094,1144.29805194985,971.052737770088,7675.7818462652,467.003693053532,55.7730288596144,1830.63176847814,1737.25482887256,1879.42550310573
"ENSMUSG00000024789",1494.28941424097,3624.04607247337,4221.22353264644,2175.77757169266,507.536174940866,117.186055781933,1610.03914050862,3828.21550932657,84.695362891498,4420.77172700742,1635.8887696034,1034.09217327361,1045.06039395213
"ENSMUSG00000024790",4619.14241300166,3646.00822227295,1877.06783044935,280.574305236752,369.669758587408,3675.25949748175,1619.30936049469,6994.06725836374,970.652212775506,2144.82512391056,1750.62877715098,4194.24998056849,5155.41618068815
