"","Mmus_BAL-TAL_LRTN_BSL_Rep1_B7","Mmus_BAL-TAL_RRTN_BSL_Rep2_B8","Mmus_BAL-TAL_RRTN_BSL_Rep3_B9","Mmus_BAL-TAL_RRTN_BSL_Rep4_B10","Mmus_BAL-TAL_LRTN_GC_Rep1_G6","Mmus_BAL-TAL_LRTN_GC_Rep2_G8","Mmus_BAL-TAL_LRTN_GC_Rep3_G9","Mmus_BAL-TAL_RRTN_GC_Rep4_G10","Mmus_BAL-TAL_LRTN_FLT_Rep1_F6","Mmus_BAL-TAL_LRTN_FLT_Rep2_F7","Mmus_BAL-TAL_LRTN_FLT_Rep3_F8","Mmus_BAL-TAL_LRTN_FLT_Rep4_F9","Mmus_BAL-TAL_LRTN_FLT_Rep5_F10"
"ENSMUSG00000006435",1189.85334443045,3843.72968192419,3713.31324238143,2746.81966130276,789.28445749266,1385.61593174613,818.106771130241,3124.57865389425,3135.40110182765,3106.4837574424,2583.65151495709,4593.49049652061,542.943751767428
"ENSMUSG00000006456",3411.72220491406,4797.40404970114,4569.84078380622,859.035667461041,1062.58445477403,4252.50607731673,2361.0475442563,4277.79994291098,2087.32611288978,2226.62223040115,2166.69994604622,738.64904617663,2842.25643720078
"ENSMUSG00000006457",2318.95705518265,897.80278026577,1503.30335292331,583.541956395216,4522.78623368022,2077.12876941593,84.1027477789221,1783.11483130744,3280.80507051637,3095.79794524747,2785.44657759957,4632.46065599842,419.752041374507
"ENSMUSG00000006463",841.619438637897,4743.3885477382,3170.25087327469,818.804697042929,3996.84551493698,2114.70390156049,575.963234420835,1783.05054381104,2922.79087793414,3055.41490426294,1266.58204524067,1894.17817195657,4617.45944255179
"ENSMUSG00000006464",2096.9354098443,1773.6326616805,378.554952825887,3596.47770802145,1095.69294143915,4876.08737939938,2430.83999464265,2897.70855001316,2466.90297000044,2241.76840004502,1871.33516483883,3472.42822429635,744.303039766822
"ENSMUSG00000007338",2697.36725393446,4044.56126755461,4521.33664063751,3248.20010513279,2526.20042507108,996.221224782563,4603.71115678023,1998.71947277915,43.0538962926419,1905.30792790628,46.7893644687061,3736.22723422372,2054.4875157841
"ENSMUSG00000009378",1286.38522077994,1559.01113107394,5208.83254272302,4831.76333550048,5008.13081262571,4216.80457663267,2834.89937821714,4469.19910463395,1678.79654333513,707.182777049331,2675.97129079611,1962.00950870399,3409.83006330455
"ENSMUSG00000010095",2972.58704508301,2276.47474540879,4052.13773633199,417.667694058153,1135.50856355467,4181.69724933026,2406.56878636314,755.615423465436,3233.39182575143,705.486408132445,4030.07911833556,1503.48133108378,1239.01327276164
"ENSMUSG00000010097",1312.9723423214,707.240178615412,650.312399018857,3845.83585207891,4022.99038527037,3424.04318364959,2827.55412284609,3273.8796522792,2710.3245482933,617.56862375176,2050.98242517671,3419.90515051984,759.808003018329
"ENSMUSG00000010110",4023.67202111047,2782.04627680709,3178.43047852005,1038.26100364595,2582.88770229133,1917.80960825403,2828.66336093199,3236.14188638602,1775.5815759758,617.112776095633,613.361531525359,3902.60412719917,1980.0197825668
"ENSMUSG00000010663",4207.55096923883,4488.63194006409,4828.1046021577,4537.26813895686,3314.39773753581,3852.99838747163,4939.60481563177,3803.06609385506,450.806595974036,2633.76246148345,2011.70172462131,3090.72985963688,636.095131446884
"ENSMUSG00000011752",720.551427661348,4191.61685150328,3638.64609572742,783.168045793829,709.681017367706,2595.31396882581,3041.63556815701,3155.60848112917,1528.15443295198,3304.23744377857,1208.37502972808,246.818531514257,4393.38338119839
"ENSMUSG00000012443",4661.2067325112,2090.62103405237,4072.19418159938,3313.39328133703,1272.06164002263,300.006178227607,5013.9448371331,2577.06419285305,3317.84511391694,316.386928612025,81.6018342241229,2480.60390950433,2174.45550186475
"ENSMUSG00000013662",2620.64148540997,2599.87535392384,887.908553487125,704.997898024037,489.229577894988,691.725634892804,3225.8758625683,2461.88497661211,2287.02761035619,4168.75360707387,4058.15370200215,3239.57964120293,3796.62103603029
"ENSMUSG00000013663",409.550715162588,4806.41736817032,4664.5399100655,1255.77706492467,1931.58255526996,4534.08593422238,2879.83078938151,3684.46888617079,976.23424422799,3945.64055168823,4.42641111338482,3778.03941109431,1695.56876729815
"ENSMUSG00000015176",2822.90970525619,404.059897875597,2978.07196797046,2998.81511156958,371.257172829848,2033.70848979862,3202.58062863576,2497.04596827082,1913.29240453386,4196.13330200825,832.46912581141,3385.12201929927,4896.04791382678
"ENSMUSG00000016495",1578.96893044778,3743.31197080905,4113.66830097538,603.266147124688,19.0051180872353,4433.92590902663,1512.86224758752,1557.28651657374,4107.44573136375,5599.19937411017,2475.31788886908,3557.66343534503,387.561644009154
"ENSMUSG00000016496",755.36597808399,4317.35050572664,5310.11950553714,3639.15662208388,308.736148992742,1829.2777295582,845.697557601993,2197.12170740253,1111.87774488834,401.215977968785,3148.23656837762,3134.41951531526,4310.59252824977
"ENSMUSG00000016498",2110.66458253244,4981.80821587144,5104.75039708893,4313.01494689628,3045.66909426624,622.133740311681,2319.33664531443,1409.75350897427,1801.57496472832,274.727807435043,3160.37427774225,177.278199816724,2855.85768651196
"ENSMUSG00000018820",3163.61697461329,2028.30112227303,3558.40263512263,2250.47077369735,2403.20646999032,3441.27084979527,3566.8990285491,642.664971897196,3116.88083774966,3891.29016568312,2834.52087245856,2519.11190213812,2762.75468245971
"ENSMUSG00000018821",763.080956800298,663.626509853813,3706.36442410179,4044.74808469035,2880.62744644625,3564.93951528302,4914.97488408485,2895.73906543282,3421.61848763684,3563.86938400548,3311.31951764602,70.7193870536934,2282.5801410863
"ENSMUSG00000018822",806.708233979227,3606.44778421139,5326.21956044266,2538.86930030843,2110.47070768118,3596.26259961768,3523.61758430235,1942.36428920136,4021.91874822833,4144.19290261266,3921.33418402294,463.652639184269,2433.78358227249
"ENSMUSG00000023307",4353.51606081336,4327.74627222143,558.281018963276,1637.08882061778,3173.40876238394,4760.82102253149,1705.9152720869,3172.70795882119,2480.47944855125,429.063941873118,1125.16236936681,2212.80937991201,171.162640680949
"ENSMUSG00000024639",3269.64492113389,3511.22949296552,2989.46467356286,838.298363099352,273.316987099112,2491.24670828664,5200.88958077541,1862.78141556825,1452.61820314187,4627.66152898411,2210.94808650058,31.1416452133687,550.203081804086
"ENSMUSG00000024640",424.765916120348,295.978452418741,1587.61659803466,429.912757568843,1788.31735615666,2075.61506791255,3377.99931465201,867.527444213795,642.313662267308,3107.08670597586,144.045061600078,4465.39343162711,964.009907272369
"ENSMUSG00000024642",3249.90024786318,2510.9674022202,3187.4203720977,3777.91866409012,1096.37952558777,2417.54689497863,1024.56882457017,4559.949775835,726.040631202898,3313.10223062152,4115.14243870347,4375.44871160864,3812.69162640669
"ENSMUSG00000024650",3983.63812946022,4084.29550524527,2847.4809139287,333.082156618421,3010.59441126586,3676.11505164755,4029.51618124484,2561.48124001269,3666.97106702555,2235.96970038747,4245.75877489324,3375.6706898073,261.07110627533
"ENSMUSG00000024653",3307.66727466763,3177.47493305269,3939.83798769195,1323.4263044102,2882.51260828982,1612.54651668241,269.19409676293,1041.6477157815,4251.41979808413,3802.00473485907,4894.07802044292,1928.26968660259,2407.29459260187
"ENSMUSG00000024654",454.37678556486,1663.86524765195,510.451152031732,1219.97849395061,2085.61408767331,4756.38471189483,1947.53620177146,3519.44364753273,1184.10149560547,1647.40419999709,2197.53060164458,656.176307381887,3011.82756312497
"ENSMUSG00000024658",2883.92085216328,2201.45512168717,2123.7157868855,2260.48157124701,456.360486779645,1960.47166084962,801.760416327625,849.989205618164,635.685107008033,275.149285094816,4094.05553912197,4020.86398054871,3799.07036356336
"ENSMUSG00000024659",3057.28704396037,982.817924858135,4534.86715636234,3389.84535974167,4591.02885395431,90.5570368049912,3113.84338626326,373.890252178331,2060.83589658851,1617.42652244436,2996.33851231864,3120.52544027494,820.904542511954
"ENSMUSG00000024660",2776.37764676393,1993.46367060302,1955.79378218,420.330248143049,4190.46317469778,4877.97323279367,3020.03391086157,1270.84812750901,2243.29405880152,162.077536363835,2892.81021156169,418.629644502849,2000.9602209062
"ENSMUSG00000024661",1756.3648638608,2276.64139307563,1075.27579277216,646.772873281615,70.7501243601802,3015.26668392751,3856.06442302401,2575.20353859951,17470.5010680471,2640.74113417398,1027.19824103849,337.842387815572,870.598073336812
"ENSMUSG00000024663",1525.58032996532,836.214349813875,5186.49604859971,1079.16131520898,630.212568649717,3331.14795846113,127.122876024116,2106.19820581685,841.179100881895,3759.66798049116,3287.88387289585,3158.16879078712,1376.37277583217
"ENSMUSG00000024664",995.408599273526,1082.82361196316,4282.04032616554,686.522848092386,2335.11969991565,3902.89329664516,2806.41891265207,221.462695456157,830.604147518787,5377.91295168409,940.696134111783,4038.20100988544,976.889648639129
"ENSMUSG00000024665",3900.69699539649,4427.31140753555,5128.78392515872,2699.37980081564,3532.70718542888,559.90209253927,2695.46498710387,1832.10889623598,2678.26753745206,3040.77150128219,2740.27203705824,2908.51306597334,654.092776791136
"ENSMUSG00000024666",3951.33113670084,4587.04948584597,3848.22126455211,2955.86305591456,1093.58904161,1680.71454621449,2878.40286439976,3656.60979582068,576.739891393334,4672.64149931391,4325.7441647956,630.213641800746,64.3102406213583
"ENSMUSG00000024667",2754.79944295727,927.400713855108,5057.36054339337,1685.75302740159,1230.67599539263,310.22776031806,1957.10917815819,3117.17304026256,3610.64429088398,4671.72581393648,541.377726725526,1094.97172579384,1416.19279460013
"ENSMUSG00000024668",171.001432695422,638.13334232428,3609.29349116834,2852.34529408059,257.878855078369,4892.31588585929,2437.47703883647,1821.43700790434,30.7451617456617,675.993885665805,3744.77577573775,298.827095840064,2585.44681416339
"ENSMUSG00000024669",1249.4998146147,1589.71976976763,3420.90985225545,1729.38593672277,2671.37681942587,536.18414380569,5138.5070872487,838.76778625439,4275.93325061919,198.138838782184,2807.83584214367,550.019848686646,1890.33399444483
"ENSMUSG00000024670",2902.01002194246,1649.83448109185,5360.90002195744,3616.61113864865,2342.93260132199,4259.5284413679,5144.8938006159,2299.04926378305,4437.16786240097,226.399378006901,3366.31888048217,4392.60402119223,3651.76228045575
"ENSMUSG00000024672",2880.16444782023,1391.84959579025,984.838182499827,48.6961652532173,920.090500423725,3385.1965644075,3084.36524954454,598.539005506615,1092.15348641843,5268.56344281754,530.424737845201,3127.42533314701,1904.00341594474
"ENSMUSG00000024673",3527.36039784284,1649.5929200284,4347.50597005208,3009.08227949598,697.911691838048,3124.93714120316,3374.96409218151,1852.59206130354,1900.0861714072,337.173260343864,2822.88881878643,2880.319861235,327.668189082537
"ENSMUSG00000024675",3330.35126773636,135.59391431365,3491.98071349031,2687.56992764064,111.360895489046,4553.20873045711,699.643246876274,1402.90515746059,3906.31689159091,2108.93818672721,1112.24847805979,3255.15536501133,2005.15893547764
"ENSMUSG00000024677",3940.3755109276,4450.44223836103,2980.23293273191,2760.46643693347,2250.11573199562,1965.53125766818,815.656752556715,4353.84851071847,674.141423626772,4135.69754492881,4127.812313276,2888.56885589623,1361.40966528255
"ENSMUSG00000024678",2685.82762879562,817.492759868047,219.566670523123,2067.457057801,3057.4029897709,4571.25072321012,2588.49138904884,2675.57080937312,1971.00124690517,724.365723734718,406.135517769761,3251.6095306261,59.6898281935997
"ENSMUSG00000024679",4005.21444243339,343.867008747006,4189.71192297045,4871.83411442121,1013.53623841944,3053.3080434857,1275.34191644719,912.54563643501,3559.6348938823,2713.6756256176,2514.79628712302,1105.21025483061,2158.42102278503
"ENSMUSG00000024680",993.662121186087,3856.49426174482,1645.87872798928,4346.04703529596,2941.32293139575,1056.09730302339,1655.78449014621,1051.81988190128,3794.36176665735,4762.63834445932,2902.34579888694,3200.13832107877,1369.88863065402
"ENSMUSG00000024681",2410.17995515232,836.892042586544,5036.34428237977,3795.75140905884,4118.16371512663,2186.89309155041,1087.45816076394,2692.97324038423,3628.81252301965,3380.88897718957,2101.79212994482,4636.88390301323,3273.32715291106
"ENSMUSG00000024682",1086.87666935624,3458.01279418122,4525.5133509739,1825.47895468692,608.076164258966,2328.78820586532,3251.41481256839,1612.40076791995,2846.71287809232,4393.61750483544,60.4525989848043,3487.07404010713,207.753173896492
"ENSMUSG00000024683",3553.46080816883,53.2697346107723,462.744195930632,3805.23058900864,1765.90919318971,3470.75601351874,1888.59348612209,2251.53700018107,3715.17633581916,4446.73307421734,1170.28861905468,2886.25761167907,4805.50701414162
"ENSMUSG00000024687",4868.77570803256,697.650008145643,2077.50284092854,1045.53213900058,1778.15035276384,774.39242869835,4419.584670477,3547.85217704707,4130.3470453849,3200.92354382799,3505.01104862556,2734.07318279839,2230.18907714233
"ENSMUSG00000024691",1898.55748654257,4612.74856112636,4837.91651365824,940.460356070811,4274.70040613386,514.161654184289,5083.1598081873,2985.90464884746,3075.02057025496,3011.16720331966,4206.30140571844,4354.7994722478,923.156036262379
"ENSMUSG00000024694",878.985638942369,4327.71818889147,1874.80016397069,173.356361030301,452.607608932078,2145.6732095626,3518.07358363504,3790.13481031469,1755.68435116972,1193.13339750633,246.310867518874,2058.8664956706,482.456980167141
"ENSMUSG00000024695",2556.34933184105,1095.90320127068,4797.53447606116,1558.45057881665,3100.27114289147,1074.45749657885,1116.12990662386,3240.50498693175,4072.97108293236,1591.40847092679,2880.25640429887,1806.98117468023,4782.21804523527
"ENSMUSG00000024696",1960.55936442028,1148.78875748401,530.347434375256,183.403657757741,182.052098179807,975.97862588671,1231.57605909291,2049.66299820314,2037.22012790301,5125.47577729983,1463.25647501816,2763.27268110758,3566.0432075583
"ENSMUSG00000024697",3506.1664627448,4820.61280456114,186.91676472607,1073.13246363911,2784.47995737218,2727.55271671279,294.339779526893,333.524577565827,1475.03511276106,1619.14421340864,209.482289454398,2431.82447172165,4852.07931091627
"ENSMUSG00000024712",3872.83972913478,3021.99758953049,2841.67393941139,3382.80516374031,1166.46944078913,4676.49884199072,2906.37977108835,1835.94317018242,3113.09397863827,3852.5870500289,337.418068836231,1420.62183451896,3362.40624412952
"ENSMUSG00000024713",4016.15211714123,4236.20857637512,1709.14960912153,4550.8547811392,3396.37436649741,409.26441510839,931.614568652949,2445.43126571445,2506.63852941095,1410.49162106207,3159.67900389466,1230.21454655339,1429.862574362
"ENSMUSG00000024725",341.124596530643,1574.47752833536,1558.34174714176,164.64755908486,1476.03743331315,4245.08231197983,665.334571352684,539.161294923038,603.679096061531,1049.86302605445,558.93487899108,1610.02759183203,1203.66352172428
"ENSMUSG00000024726",534.695685711871,2741.99929549962,1359.68301792327,2614.53772263322,3883.67612207831,3152.85186291508,249.263813223205,3802.24922812673,2697.47301567635,4306.78673310761,787.893606176067,590.366671385582,4753.83080455632
"ENSMUSG00000024727",2947.11096646974,3581.28448593457,2868.80144045619,3462.38017157989,4713.11957186264,4413.25070953329,4290.96878936082,2780.1264326208,3296.05369051548,1268.29395190587,3751.02793263749,3239.95438924017,4035.63314603977
"ENSMUSG00000024728",4787.91750454279,355.521707185686,3126.69561014839,5329.44249077507,2572.66947541146,2182.43970079575,198.45612063967,4193.10741684572,276.675949606873,944.966690870353,3857.15415873424,2154.46270280458,2089.72125862726
"ENSMUSG00000024729",403.260426367493,1507.59340747073,3592.63671687499,2547.46683290655,3850.83438169352,1729.07097587201,5112.15496824854,2649.16063499269,1175.89029269268,592.232751099829,2081.02234630042,3983.09386158084,5303.79017020572
"ENSMUSG00000024730",747.276623852878,4888.63941402757,1509.20445894136,3697.57564118452,4356.73312241098,169.879820178306,1450.40218498409,4242.9624244784,3395.65898323261,3499.99428738089,2575.81810411502,4601.23115960539,4821.07805735729
"ENSMUSG00000024731",4063.17466043243,694.717195055594,1771.5675931284,3900.42691745061,4121.21591489701,1639.14104203304,2244.24946665564,4518.87945495851,3873.47311779513,5438.9630184636,2008.36294834043,1159.25508594426,5643.17458004348
"ENSMUSG00000024732",1092.52671301198,1924.63046852873,3976.7210995289,3523.58352430305,237.78419263173,2896.21481812568,5015.53512076667,458.377447898405,473.625722093765,3049.85929915198,1601.33233728719,3215.89564421697,699.943275225784
"ENSMUSG00000024734",196.012963493795,3150.47331476381,353.12304829973,1644.94599659485,1565.40348892647,2350.25734628648,953.713289654979,511.888185373563,825.636834761707,5319.18656697122,2214.72330309889,3804.72768748253,5178.63197104728
"ENSMUSG00000024735",1774.33770498317,70.177283488266,753.713476025949,1177.06789721642,4570.33516636631,3823.6009942326,3925.10448046268,644.038933769101,1939.37090096461,3375.39586187044,593.751707182722,1895.11190634608,2523.68087253698
"ENSMUSG00000024736",3305.16335319234,152.995780301781,2263.69433197434,1596.23096527914,1432.1535953047,4919.58079971316,2417.30219759112,2031.7522483242,1894.98121559365,185.140129400666,2488.00665730422,81.1539547407747,4437.49824098014
"ENSMUSG00000024737",4814.8228204804,3918.84061124106,2438.83405791019,2917.86749948628,262.861202135084,1.99201910054242,290.470191149221,405.009185845767,2753.31245122063,61.2900336623492,2986.75559096691,2157.18331430973,4640.98642919894
"ENSMUSG00000024738",4547.72487998919,1981.06211171045,3949.90534074788,2409.13067663944,4159.64756885901,1980.36400081572,2830.10687957208,1682.31796439053,3549.91228139071,2862.82621113694,4362.75249735387,4449.3158842796,4260.90003770136
"ENSMUSG00000024740",3728.95693577712,2352.9676109108,3122.84432845349,57.2440033352935,1571.79559381993,98.9363705234326,3697.91613321351,1268.86971440301,3316.32581039175,5266.92105620735,1846.32276935776,945.758689059063,5585.37146808582
"ENSMUSG00000024742",2579.39622580576,3119.51810505892,1613.08659230607,809.530555230699,4180.22533418125,4733.80549060934,2892.87455221743,2502.11174679885,870.093155628057,2931.96622410194,2328.25367542623,3567.82592585025,1471.94155128186
"ENSMUSG00000024743",3290.81285278271,811.793646498498,1167.23654173789,4843.19939381484,3746.90451135112,1951.44450374116,3154.52438786883,907.829035160288,4372.91183927365,2396.32352963808,3348.83926723294,437.376876169876,5137.919512128
"ENSMUSG00000024747",163.465200377454,4307.67912950654,4767.43836917838,3706.93102008744,2841.40614510818,355.532296604109,5092.8355955449,2222.20892404243,1458.95595677026,4249.43690566516,3635.86113056399,1124.67889930882,2902.1314561806
"ENSMUSG00000024749",822.900343863112,3366.21835261102,4832.374545277,505.788808523523,3589.12031021226,208.540261842039,257.905467653791,2099.73079354895,423.302726229284,1448.47952647553,367.193993047995,2043.15217361982,3937.36442688623
"ENSMUSG00000024750",2768.74149596777,3387.73780058032,4963.02955543814,3243.74266986626,4936.50627995185,4156.97118716931,4935.44434204982,3772.80404650943,3972.72713358182,4751.99802193738,262.786868255139,1948.12862961045,5669.93097574442
"ENSMUSG00000024754",4640.79518589694,4446.50464539442,3477.36764719547,947.887717246558,1253.72663698293,2680.82951742396,793.207834646124,4478.10450298079,2026.75562006408,1718.2088625957,179.235414043492,792.843314637102,3065.39785574084
"ENSMUSG00000024757",4216.4756592027,2786.28662221446,4025.98571208594,1787.24683966691,2321.78207848777,4462.17508607038,4850.14499030012,2480.68546210938,3944.81979466094,818.793876665575,3303.04865411619,2082.22678955182,1178.17282450232
"ENSMUSG00000024758",1012.47038967175,667.531005818086,2959.63676621731,2556.91576643839,4668.21905508369,3470.5610328921,1548.07933384941,2275.04790555048,1768.88434843749,4544.06081154395,4219.35255340299,3240.72534350213,903.582238897669
"ENSMUSG00000024759",4027.18781803024,1685.84038013465,1381.81852167502,276.34618508189,1279.03398082084,4008.73133971921,4343.52009345638,2179.86742994155,2540.5660639831,4476.67856922951,2360.81324199908,1631.13130580751,4956.86660291613
"ENSMUSG00000024761",105.067486179332,4258.26910997233,4654.25624288935,2559.23079761591,3287.46645801469,456.297210727373,657.757415565554,3396.0580601358,3366.86246873962,3416.8119721845,192.693139589626,3912.26001187754,2842.17228164706
"ENSMUSG00000024764",2892.17723399788,1762.33739483796,1070.46621993002,1657.76737515075,3317.31930132648,3321.29157713787,1426.9499522505,3429.13927897114,3196.04562362623,3585.11690019895,2385.75191059916,3662.11992881633,3351.3823968882
"ENSMUSG00000024766",2802.62806260312,2202.8767880927,112.04775564296,4168.23525880611,105.672554222886,1562.76166799783,2543.83920103565,1787.27497186291,892.120984175736,3175.17109498245,3020.88208137138,2029.55230304212,126.044965186073
"ENSMUSG00000024767",2844.82969806421,2307.9202208837,4086.3164332879,3612.05131754796,4330.17276828967,775.169028816649,1836.10523854738,2718.44893152119,3019.82428994878,322.374865511863,1719.37741620962,2647.01645525531,4592.64731057555
"ENSMUSG00000024768",3324.19806258462,406.732667037973,3264.37731883824,2063.26951589961,88.7080099490785,2626.43461138094,3826.24265883023,423.533597041252,1226.83541983724,3454.58889460681,2155.40322068766,3352.35449686462,102.191947061716
"ENSMUSG00000024769",3371.20949003598,3305.31508670173,3525.14984431317,1204.95858988379,1292.21936467886,2542.44371659147,2477.14242580094,584.524564810388,2493.84684595903,3069.83754831343,70.267029589994,4347.8993154205,130.254365729826
"ENSMUSG00000024770",1289.03179214899,2557.3848751359,5128.97395385147,2674.53937631204,811.837322980582,3260.9858665911,505.148440541181,2558.53607952017,1345.89288054395,2009.41453407368,3050.50451169845,1601.03557614555,3914.88220858105
"ENSMUSG00000024771",2229.02773277334,1716.95491094,1286.91449074644,2162.54837339192,4826.00234966334,4523.97034476092,1646.8832011347,966.416792257251,3921.29625684208,2488.22872465507,3953.09534960504,2804.49263848868,3627.79523339819
"ENSMUSG00000024772",565.151296417074,3716.97834469609,3955.99099856107,3529.95886531918,421.960848253765,1753.51771043771,1040.28538890491,2632.4139969975,3912.92030366148,4324.77646436708,2640.21791589103,1106.04620363428,5118.18482406944
"ENSMUSG00000024773",342.855723246148,5245.9061619292,953.735069085185,368.305986032253,515.434905207783,4452.19220048587,4061.75899106018,853.270593249817,480.793499512046,236.59860792032,1237.26603214658,4351.13131678305,3148.90542518169
"ENSMUSG00000024774",1908.7350373757,607.030218435288,4638.95876620877,730.837041929959,2490.60205781705,2089.90857731126,2395.28521702967,1314.33886697295,118.472709922796,2325.83426510018,4005.17986609129,838.68889470329,908.882819279674
"ENSMUSG00000024776",3877.22978589571,2222.68971902286,3442.52113630869,673.361556680752,2735.96436328684,1385.13744234667,766.903951121204,190.652535052266,891.304409900751,2658.02633319662,4414.82155484464,2614.7810275579,535.735871562813
"ENSMUSG00000024777",4787.09484104917,3065.87062310827,5110.58404625251,2329.93203589962,3808.60012237958,2891.70327894071,301.691334571042,379.216487502513,958.552872944017,417.05193900442,2120.14734744323,1836.87052684761,1300.42765753785
"ENSMUSG00000024778",872.525105503186,2567.55467185826,4445.12950213417,3864.61478085754,4861.77159140328,1004.13676927899,4198.35659985032,3129.78664109598,813.760851679673,353.997794365736,2100.37410491193,267.016669039151,5256.09670074669
"ENSMUSG00000024780",714.290820417045,3187.41797573472,4044.39341386465,2068.83945418469,3132.12162848324,4962.85447637579,265.705796404004,4458.11651422407,1202.99451093074,739.251271822973,1368.8881918316,1558.45706995325,1842.26881466866
"ENSMUSG00000024781",4062.8366067217,3359.04009467922,4040.52607459163,1233.88997018235,1207.05221067732,707.103220154524,890.621436398272,2660.99641626768,3856.4232634578,1779.3724463124,4306.27270366402,2615.9380048811,3380.24369206638
"ENSMUSG00000024782",4308.85883727904,3707.69755154572,294.764960104841,1722.3682399657,2258.72526116592,1338.37382051446,2116.03752637429,3987.30981816227,538.712454134614,4966.40328230532,805.47871711501,1724.06667489059,1067.15065226967
"ENSMUSG00000024784",4218.45455350977,563.904864858829,3023.3618034427,577.950999225871,3630.02718664484,645.993913686248,3217.83352151114,3303.00937036807,696.313401980733,4595.62368984658,1114.52468317965,3872.23661045669,2333.08431604036
"ENSMUSG00000024785",3090.42292398118,4841.47439623764,944.939444865568,4087.5429530046,2475.10301579061,1815.48127770047,4067.40830298553,2529.14216358257,1798.36375026235,440.806260579398,2260.50650092396,132.53277617755,1581.77107537728
"ENSMUSG00000024786",2209.60149550457,1720.62493958832,485.381535048092,3275.11144790029,4162.61373030913,2688.60063957288,2807.76297369805,2685.64102769186,2024.86949301916,1135.51425332522,1911.41371177602,1524.21590194623,2725.97494085564
"ENSMUSG00000024787",3283.63071929571,3770.4416477068,4.06438219486401,1342.99969733677,1163.72271558314,530.589571468002,4118.34269036247,2221.99060560188,4553.38461361014,5262.24097263053,2383.81618863108,4313.86258248,2206.53827576372
"ENSMUSG00000024789",4822.98100219455,2334.41242586715,2223.44546667977,4007.86448056481,4758.21551784158,3411.01888217456,1762.88707779171,3040.39889558133,3832.42011581879,4103.04928545264,4108.20646530459,1642.33593610688,4339.35581110776
"ENSMUSG00000024790",4867.77514920138,2633.3354129372,3243.96035029233,1402.20154361754,3751.41276705084,328.283960119069,5083.12162135914,2801.26810968838,1833.74901963665,4025.11621137145,4415.2119547362,736.9126014351,607.352589846855
