Module	Section	Sample Name	Source
Cutadapt	all_sections	GSM4486049_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486049_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486048_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486048_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486047_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486047_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486046_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486046_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486045_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486045_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486044_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486044_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486043_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486043_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486042_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486042_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486041_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486041_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486040_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486040_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486039_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486039_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486038_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486038_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486037_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486037_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486036_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486036_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486035_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486035_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486034_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486034_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486033_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486033_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486032_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486032_raw.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM4486031_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/5d/f9407e107e95b8bf2d5d106c7994ef/mqc_in/GSM4486031_raw.fastq.gz_trimming_report.txt
