task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
36	13/335631	12568	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_0.18G_Rep3)	COMPLETED	0	2022-09-15 02:31:58.380	1.3s	99ms	6.5%	0	0	115.3 KB	36.8 KB
31	92/1f8dc3	8600	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep1)	COMPLETED	0	2022-09-15 02:31:51.711	8.4s	4s	22.2%	12.8 MB	19.4 MB	10 MB	848.1 KB
37	18/012d82	13150	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_0.36G_Rep1)	COMPLETED	0	2022-09-15 02:31:59.661	1.3s	101ms	9.0%	0	0	114 KB	35.4 KB
39	23/880812	13484	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_0.36G_Rep2)	COMPLETED	0	2022-09-15 02:32:00.169	999ms	95ms	7.8%	0	0	113.5 KB	35 KB
10	85/0b0810	3051	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_uG_Rep2)	COMPLETED	0	2022-09-15 02:31:43.648	22.3s	20s	52.2%	180 MB	3.3 GB	21 MB	4 MB
40	da/7430b6	14020	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep2)	COMPLETED	0	2022-09-15 02:32:01.001	8.7s	4s	20.0%	15.9 MB	24.7 MB	10 MB	819.8 KB
43	4f/c70600	18095	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_0.36G_Rep3)	COMPLETED	0	2022-09-15 02:32:09.681	809ms	24ms	14.7%	0	0	115.5 KB	36.9 KB
12	99/89d0de	3574	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_uG_Rep1)	COMPLETED	0	2022-09-15 02:31:44.391	26.4s	24s	45.2%	205.1 MB	3.4 GB	21.1 MB	4.2 MB
17	a5/561652	4649	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_uG_Rep2)	COMPLETED	0	2022-09-15 02:31:45.772	25.4s	23s	38.6%	146.2 MB	3.4 GB	21.1 MB	4.2 MB
5	2d/103752	2366	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_uG_Rep1)	COMPLETED	0	2022-09-15 02:31:42.544	29.2s	27s	48.5%	218.9 MB	3.4 GB	21.1 MB	4.1 MB
15	14/0eb595	3854	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_uG_Rep3)	COMPLETED	0	2022-09-15 02:31:44.685	27.3s	25s	41.7%	207.2 MB	3.3 GB	21 MB	4.1 MB
48	ec/9c0b55	19307	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_0.57G_Rep1)	COMPLETED	0	2022-09-15 02:32:11.983	797ms	29ms	27.1%	0	0	114.3 KB	35.7 KB
19	40/bd1322	4763	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_uG_Rep4)	COMPLETED	0	2022-09-15 02:31:45.898	27.3s	24s	41.7%	179 MB	3.3 GB	21 MB	4.1 MB
23	f0/38b9fb	5805	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_uG_Rep3)	COMPLETED	0	2022-09-15 02:31:47.383	28.8s	25s	42.4%	210.1 MB	3.4 GB	21.1 MB	4.3 MB
21	24/550438	5636	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.09G_Rep1)	COMPLETED	0	2022-09-15 02:31:47.107	29.7s	26s	35.3%	199.4 MB	3.2 GB	21 MB	4.1 MB
25	ec/2a6c0e	6584	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.09G_Rep2)	COMPLETED	0	2022-09-15 02:31:48.772	30.3s	25s	40.6%	234 MB	3.4 GB	21 MB	4.1 MB
46	d0/cde0c4	18973	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep3)	COMPLETED	0	2022-09-15 02:32:11.267	8s	3s	26.2%	12.8 MB	19.3 MB	10 MB	816.3 KB
53	e9/a95f7f	23084	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_0.57G_Rep2)	COMPLETED	0	2022-09-15 02:32:19.075	814ms	192ms	8.7%	0	0	115.3 KB	36.8 KB
54	68/5f0a69	23227	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_0.57G_Rep3)	COMPLETED	0	2022-09-15 02:32:19.296	807ms	88ms	10.5%	0	0	115 KB	36.4 KB
38	0f/4e461d	13181	REFERENCES:SUBSAMPLE_GENOME (Sequence:'5')	COMPLETED	0	2022-09-15 02:31:59.706	20.5s	15s	28.4%	4.6 MB	11.8 MB	642.2 MB	83.2 MB
50	a7/f50de3	20045	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep1)	COMPLETED	0	2022-09-15 02:32:13.192	7.4s	4s	24.1%	12.7 MB	19.3 MB	10 MB	853.5 KB
55	3b/a7c501	23657	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_0.57G_Rep4)	COMPLETED	0	2022-09-15 02:32:19.893	804ms	27ms	7.5%	0	0	114.7 KB	36.2 KB
58	54/fc3efd	24014	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_1G_Rep1)	COMPLETED	0	2022-09-15 02:32:20.582	682ms	33ms	10.6%	0	0	114.4 KB	35.8 KB
59	cf/0cb92e	24113	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_1G_Rep2)	COMPLETED	0	2022-09-15 02:32:20.703	791ms	96ms	9.7%	0	0	116.3 KB	37.7 KB
60	4f/3dffac	24565	STAGING:STAGE_RAW_READS (Atha_Ler-0_sl_FLT_1G_Rep3)	COMPLETED	0	2022-09-15 02:32:21.275	916ms	36ms	10.4%	0	0	115.1 KB	36.5 KB
51	7b/33c2e6	21655	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep2)	COMPLETED	0	2022-09-15 02:32:16.263	7.8s	3s	23.2%	12.9 MB	19.3 MB	10 MB	814.7 KB
56	7c/56e63b	23780	GET_MAX_READ_LENGTH (1)	COMPLETED	0	2022-09-15 02:32:20.262	4.6s	894ms	19.2%	13.9 MB	18.8 MB	1.1 MB	1.3 MB
57	73/71d359	23770	GET_MAX_READ_LENGTH (2)	COMPLETED	0	2022-09-15 02:32:20.171	5.6s	1.2s	15.3%	11.1 MB	16 MB	1.1 MB	1.3 MB
32	28/577916	8683	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep1)	COMPLETED	0	2022-09-15 02:31:51.808	34.1s	28s	39.0%	169.7 MB	3.3 GB	21 MB	4.1 MB
33	a2/f2d065	9832	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_uG_Rep4)	COMPLETED	0	2022-09-15 02:31:53.972	34.2s	29s	43.8%	174.7 MB	3.4 GB	21.1 MB	4.3 MB
28	74/9e2053	7834	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.09G_Rep3)	COMPLETED	0	2022-09-15 02:31:50.378	37.9s	33s	35.8%	220.7 MB	3.4 GB	21 MB	4.1 MB
65	51/a6031a	26407	GET_MAX_READ_LENGTH (4)	COMPLETED	0	2022-09-15 02:32:24.981	5.1s	634ms	22.3%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
35	9b/d32738	12386	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.09G_Rep1)	COMPLETED	0	2022-09-15 02:31:58.174	32.1s	27s	39.5%	191.9 MB	3.4 GB	21.1 MB	4.2 MB
67	86/0ef94c	26826	GET_MAX_READ_LENGTH (6)	COMPLETED	0	2022-09-15 02:32:25.896	4.7s	891ms	19.0%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
64	9b/e69663	26819	GET_MAX_READ_LENGTH (3)	COMPLETED	0	2022-09-15 02:32:25.885	5.3s	1s	15.9%	11.4 MB	16.5 MB	1.1 MB	1.3 MB
63	67/198172	25938	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep3)	COMPLETED	0	2022-09-15 02:32:24.261	7.4s	4s	25.0%	13 MB	19.4 MB	10 MB	821.3 KB
41	01/627459	14089	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep2)	COMPLETED	0	2022-09-15 02:32:01.191	31.4s	28s	44.8%	208.1 MB	3.4 GB	21 MB	4.1 MB
66	ed/7df298	28137	GET_MAX_READ_LENGTH (5)	COMPLETED	0	2022-09-15 02:32:28.182	4.7s	595ms	25.2%	13.7 MB	18.3 MB	1.1 MB	1.3 MB
42	8c/172d88	16428	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.09G_Rep2)	COMPLETED	0	2022-09-15 02:32:05.989	28.1s	24s	48.5%	216.1 MB	3.4 GB	21.1 MB	4.3 MB
70	e5/1f94ec	29509	GET_MAX_READ_LENGTH (7)	COMPLETED	0	2022-09-15 02:32:30.606	4.7s	597ms	23.4%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
71	90/ed1293	29344	GET_MAX_READ_LENGTH (8)	COMPLETED	0	2022-09-15 02:32:30.292	5.2s	721ms	22.6%	3.3 MB	5.6 MB	1.1 MB	1.3 MB
73	a4/f2468e	30198	GET_MAX_READ_LENGTH (10)	COMPLETED	0	2022-09-15 02:32:31.693	4.8s	572ms	29.4%	13.7 MB	18.3 MB	1.1 MB	1.3 MB
72	62/85db83	29849	GET_MAX_READ_LENGTH (9)	COMPLETED	0	2022-09-15 02:32:31.195	5.5s	699ms	20.8%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
68	79/9288b2	29250	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep1)	COMPLETED	0	2022-09-15 02:32:30.101	6.9s	2s	29.9%	12.9 MB	19.3 MB	10 MB	817.7 KB
75	16/eae624	30957	GET_MAX_READ_LENGTH (12)	COMPLETED	0	2022-09-15 02:32:32.897	4.4s	391ms	34.9%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
77	d4/025dbc	32201	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep2)	FAILED	125	2022-09-15 02:32:35.359	2.2s	2.1s	-	-	-	-	-
74	6a/f9632c	30834	GET_MAX_READ_LENGTH (11)	COMPLETED	0	2022-09-15 02:32:32.590	5.1s	485ms	32.6%	13.5 MB	18.3 MB	1.1 MB	1.3 MB
45	74/7dc776	18772	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep3)	COMPLETED	0	2022-09-15 02:32:10.865	27.8s	24s	45.9%	176 MB	3.4 GB	21.1 MB	4.2 MB
44	f6/5460d8	18510	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.09G_Rep3)	COMPLETED	0	2022-09-15 02:32:10.501	28.5s	24s	41.3%	161.4 MB	3.4 GB	21.1 MB	4.2 MB
47	6e/9cec41	19134	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep1)	COMPLETED	0	2022-09-15 02:32:11.779	28.9s	25s	45.0%	205 MB	3.4 GB	21.1 MB	4.3 MB
49	0b/fb77a9	19786	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep1)	COMPLETED	0	2022-09-15 02:32:12.804	28.7s	25s	43.6%	215.3 MB	3.4 GB	21 MB	4.1 MB
78	a9/3fde1e	32349	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep2)	COMPLETED	0	2022-09-15 02:32:35.500	7.2s	3s	26.2%	12.9 MB	19.3 MB	10 MB	818.4 KB
80	74/74728b	33063	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep3)	COMPLETED	0	2022-09-15 02:32:36.665	6.6s	2s	34.4%	12.8 MB	19.3 MB	10 MB	818.6 KB
83	9b/628b2a	33505	REFERENCES:TO_PRED	COMPLETED	0	2022-09-15 02:32:37.282	6.5s	3s	30.6%	52.5 MB	63.7 MB	57.1 MB	1.8 MB
52	5e/dc2d45	21966	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep2)	COMPLETED	0	2022-09-15 02:32:16.807	27.4s	22s	45.6%	169.1 MB	3.3 GB	21 MB	4.1 MB
85	bf/be3704	34537	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep4)	COMPLETED	0	2022-09-15 02:32:38.760	6.8s	4s	25.0%	15.9 MB	24.7 MB	10 MB	817.9 KB
87	e3/f8635f	34738	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_1G_Rep1)	COMPLETED	0	2022-09-15 02:32:39.006	7.1s	3s	32.0%	13 MB	19.3 MB	10 MB	819.2 KB
89	eb/a4456a	36466	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_1G_Rep2)	COMPLETED	0	2022-09-15 02:32:41.478	8.4s	4s	24.4%	16 MB	24.7 MB	10 MB	821.2 KB
61	e5/9e613e	24712	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep2)	COMPLETED	0	2022-09-15 02:32:21.499	30.2s	25s	50.2%	187.6 MB	3.4 GB	21.1 MB	4.3 MB
95	03/9988f8	39618	GET_MAX_READ_LENGTH (14)	COMPLETED	0	2022-09-15 02:32:46.075	5.6s	712ms	20.7%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
91	ee/128edd	38189	TRIMGALORE (Sample: Atha_Ler-0_sl_FLT_1G_Rep3)	COMPLETED	0	2022-09-15 02:32:43.810	8s	3s	22.5%	12.8 MB	19.3 MB	10 MB	817.8 KB
62	d6/828c69	25011	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep3)	COMPLETED	0	2022-09-15 02:32:22.276	29.6s	24s	41.3%	204.3 MB	3.4 GB	21.1 MB	4.1 MB
94	15/97758a	39265	GET_MAX_READ_LENGTH (13)	COMPLETED	0	2022-09-15 02:32:45.580	6.3s	1s	17.9%	13.6 MB	18.3 MB	1.1 MB	1.3 MB
82	b8/bae625	33249	BUILD_RSEM (Refs:Arabidopsis_thaliana.TAIR10.dna.toplevel_sub_5.fa,Arabidopsis_thaliana.TAIR10.54_sub_5.gtf, Ensembl Version: 54 GenomeSubsample: 5)	COMPLETED	0	2022-09-15 02:32:36.991	15.7s	11s	31.2%	124 MB	193.7 MB	0	0
96	85/a89473	42109	GET_MAX_READ_LENGTH (15)	COMPLETED	0	2022-09-15 02:32:49.881	7.3s	615ms	23.8%	3.1 MB	5.6 MB	1.1 MB	1.3 MB
99	83/a59f73	42823	GET_MAX_READ_LENGTH (17)	COMPLETED	0	2022-09-15 02:32:51.767	5.6s	709ms	24.0%	13.8 MB	18.7 MB	1.1 MB	1.3 MB
69	9f/208f3b	28196	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep1)	COMPLETED	0	2022-09-15 02:32:28.284	29.2s	24s	46.4%	228.2 MB	3.4 GB	21.1 MB	4.1 MB
97	6d/b2de79	42812	GET_MAX_READ_LENGTH (16)	FAILED	127	2022-09-15 02:32:51.674	5.8s	5.7s	-	-	-	-	-
100	1e/41e61b	42885	GET_MAX_READ_LENGTH (18)	COMPLETED	0	2022-09-15 02:32:51.876	6s	701ms	25.8%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
76	ed/b9588b	31609	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.18G_Rep3)	COMPLETED	0	2022-09-15 02:32:34.160	26.9s	22s	47.2%	161 MB	3.3 GB	21.1 MB	4.3 MB
106	a5/3f675d	45773	GET_MAX_READ_LENGTH (22)	COMPLETED	0	2022-09-15 02:32:57.475	4.5s	667ms	28.2%	13.7 MB	18.2 MB	1.1 MB	1.3 MB
103	b9/dd8415	45667	GET_MAX_READ_LENGTH (19)	COMPLETED	0	2022-09-15 02:32:57.178	5.5s	867ms	19.8%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
105	df/c932a0	45791	GET_MAX_READ_LENGTH (21)	COMPLETED	0	2022-09-15 02:32:57.496	5.3s	982ms	17.1%	3.1 MB	5.6 MB	1.1 MB	1.3 MB
104	13/b33bb4	45718	GET_MAX_READ_LENGTH (20)	COMPLETED	0	2022-09-15 02:32:57.365	5.5s	745ms	21.4%	14 MB	18.7 MB	1.1 MB	1.3 MB
79	a4/eecae4	32979	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep3)	COMPLETED	0	2022-09-15 02:32:36.468	26.5s	22s	49.4%	173.2 MB	3.3 GB	21 MB	4.1 MB
84	54/d6d14c	33779	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep1)	COMPLETED	0	2022-09-15 02:32:37.530	27.2s	23s	45.4%	166.2 MB	3.4 GB	21.1 MB	4.3 MB
86	21/d65193	33979	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep4)	COMPLETED	0	2022-09-15 02:32:37.765	27.5s	25s	43.4%	217.8 MB	3.3 GB	21.1 MB	4.2 MB
109	42/2c3f2a	48345	REFERENCES:TO_BED	COMPLETED	0	2022-09-15 02:33:02.065	4.7s	0ms	18.3%	9.5 MB	20.6 MB	1.8 MB	1.2 MB
111	86/900789	48666	GET_MAX_READ_LENGTH (24)	COMPLETED	0	2022-09-15 02:33:02.720	4.8s	563ms	30.0%	14.2 MB	18.7 MB	1.1 MB	1.3 MB
88	38/c6ec31	35913	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_1G_Rep1)	COMPLETED	0	2022-09-15 02:32:40.683	27.4s	24s	51.0%	178.4 MB	3.4 GB	21 MB	4.1 MB
110	13/a4ad4b	48722	GET_MAX_READ_LENGTH (23)	COMPLETED	0	2022-09-15 02:33:02.862	5.7s	810ms	20.6%	13.8 MB	18.3 MB	1.1 MB	1.3 MB
92	4a/764082	37861	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_1G_Rep3)	COMPLETED	0	2022-09-15 02:32:43.302	27.6s	23s	46.5%	155.2 MB	3.4 GB	21 MB	4.1 MB
90	a9/ae06fa	37407	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_1G_Rep2)	COMPLETED	0	2022-09-15 02:32:42.706	28.5s	24s	47.6%	178.6 MB	3.3 GB	21 MB	4.1 MB
93	c0/418951	38431	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep2)	COMPLETED	0	2022-09-15 02:32:44.175	27.3s	22s	42.1%	211 MB	3.4 GB	21.1 MB	4.3 MB
117	af/584f60	51155	GET_MAX_READ_LENGTH (25)	COMPLETED	0	2022-09-15 02:33:06.791	5.4s	734ms	23.1%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
118	2e/e57881	51459	GET_MAX_READ_LENGTH (26)	COMPLETED	0	2022-09-15 02:33:07.496	5s	508ms	30.1%	13.9 MB	18.8 MB	1.1 MB	1.3 MB
119	9f/28e5ff	52137	GET_MAX_READ_LENGTH (27)	COMPLETED	0	2022-09-15 02:33:08.597	5s	597ms	26.9%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
121	11/2e32b5	53773	GET_MAX_READ_LENGTH (16)	COMPLETED	0	2022-09-15 02:33:11.179	6.2s	1s	16.9%	3.1 MB	5.6 MB	1.1 MB	1.3 MB
122	7c/f34e44	54037	GET_MAX_READ_LENGTH (29)	COMPLETED	0	2022-09-15 02:33:11.498	6.4s	819ms	18.7%	3.1 MB	5.6 MB	1.1 MB	1.3 MB
120	d4/fd7f1c	53601	GET_MAX_READ_LENGTH (28)	COMPLETED	0	2022-09-15 02:33:10.965	7s	896ms	17.7%	3.1 MB	5.6 MB	1.1 MB	1.3 MB
123	1f/f68ea3	54384	GET_MAX_READ_LENGTH (30)	COMPLETED	0	2022-09-15 02:33:12.197	6.3s	886ms	19.1%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
125	8f/48abd0	55155	GET_MAX_READ_LENGTH (32)	COMPLETED	0	2022-09-15 02:33:13.585	5.2s	571ms	27.2%	13.9 MB	18.8 MB	1.1 MB	1.3 MB
124	69/1d2a83	54569	GET_MAX_READ_LENGTH (31)	COMPLETED	0	2022-09-15 02:33:12.494	6.4s	994ms	17.4%	13.3 MB	18 MB	1.1 MB	1.3 MB
98	21/53d9a3	42820	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.36G_Rep3)	COMPLETED	0	2022-09-15 02:32:51.761	27.8s	24s	40.3%	216.2 MB	3.3 GB	21.2 MB	4.3 MB
101	20/418cbb	42887	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep1)	COMPLETED	0	2022-09-15 02:32:51.884	28.4s	24s	53.9%	188.9 MB	3.3 GB	21.1 MB	4.3 MB
102	95/75707a	43380	RAW_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep2)	COMPLETED	0	2022-09-15 02:32:52.685	29.1s	25s	46.7%	201.4 MB	3.4 GB	21 MB	4.1 MB
126	94/0be941	57121	GET_MAX_READ_LENGTH (33)	COMPLETED	0	2022-09-15 02:33:17.389	4.7s	522ms	29.0%	3 MB	5.6 MB	1.1 MB	1.3 MB
127	ad/c6da5e	57346	GET_MAX_READ_LENGTH (34)	COMPLETED	0	2022-09-15 02:33:17.887	4.5s	410ms	33.8%	3.3 MB	5.6 MB	1 MB	1.3 MB
128	11/9650e3	57378	GET_MAX_READ_LENGTH (35)	COMPLETED	0	2022-09-15 02:33:17.979	4.5s	472ms	34.7%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
130	18/a8a4b2	57755	GET_MAX_READ_LENGTH (37)	COMPLETED	0	2022-09-15 02:33:18.770	4.6s	597ms	26.5%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
129	1b/4cccab	57562	GET_MAX_READ_LENGTH (36)	COMPLETED	0	2022-09-15 02:33:18.478	5.1s	602ms	30.4%	13.6 MB	18.3 MB	1.1 MB	1.3 MB
131	52/27f8b9	57862	GET_MAX_READ_LENGTH (38)	COMPLETED	0	2022-09-15 02:33:18.878	4.7s	494ms	30.7%	3.1 MB	5.6 MB	1.1 MB	1.3 MB
107	97/f3323f	46045	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep2)	COMPLETED	0	2022-09-15 02:32:57.873	25.7s	22s	48.8%	255.4 MB	3.3 GB	21.1 MB	4.2 MB
134	dc/770237	59568	GET_MAX_READ_LENGTH (40)	COMPLETED	0	2022-09-15 02:33:21.868	2.8s	323ms	44.9%	13.5 MB	18.3 MB	1.1 MB	1.3 MB
132	06/8d551e	59565	GET_MAX_READ_LENGTH (39)	COMPLETED	0	2022-09-15 02:33:21.863	3s	393ms	44.6%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
108	9a/ed4ddd	47720	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_0.57G_Rep3)	COMPLETED	0	2022-09-15 02:33:01.066	23.9s	21s	45.8%	171.8 MB	3.3 GB	21.1 MB	4.2 MB
113	a3/4e8449	48827	TRIMMED_FASTQC (Sample: Atha_Ler-0_sl_FLT_1G_Rep1)	COMPLETED	0	2022-09-15 02:33:02.985	22.4s	19s	61.4%	171.4 MB	3.4 GB	21.1 MB	4.2 MB
