"","Mmus_C57-6J_LVR_GC_I_Rep1_M31","Mmus_C57-6J_LVR_GC_I_Rep2_M32","Mmus_C57-6J_LVR_FLT_I_Rep1_M21","Mmus_C57-6J_LVR_FLT_I_Rep2_M22","Mmus_C57-6J_LVR_GC_C_Rep1_M36","Mmus_C57-6J_LVR_GC_C_Rep2_M37","Mmus_C57-6J_LVR_GC_C_Rep3_M38","Mmus_C57-6J_LVR_GC_C_Rep4_M39","Mmus_C57-6J_LVR_GC_C_Rep5_M40","Mmus_C57-6J_LVR_FLT_C_Rep1_M25","Mmus_C57-6J_LVR_FLT_C_Rep2_M26","Mmus_C57-6J_LVR_FLT_C_Rep3_M27","Mmus_C57-6J_LVR_FLT_C_Rep4_M28","Mmus_C57-6J_LVR_FLT_C_Rep5_M30"
"ENSMUSG00000016495",1029.71113955117,3174.52062760092,4271.69660758903,3417.40774899915,4345.81972171039,524.523939519352,2936.93450031082,4256.34965957999,3247.20138280483,2842.92913445805,3575.55240074446,2879.68078969747,1125.2203493612,295.238275344088
"ENSMUSG00000016496",288.450955991506,732.789812353963,654.501624885684,4671.85247400189,1243.44653248574,1078.73455019598,137.410500316185,1091.50199138021,1538.11475718375,750.151892807651,4381.00904110299,4795.50245120111,862.505071223689,3337.98610884973
"ENSMUSG00000016498",4334.90244688028,820.892302354459,4482.11700506339,3993.316359719,1961.72645967139,3661.17402995541,248.367227224287,2961.43800836446,4165.15275393258,4767.77582808699,290.839502312704,4864.90776526422,2388.25044467312,1724.82967420913
"ENSMUSG00000018820",2362.76009274203,4858.27952213183,2618.0047058373,3297.73381253091,2055.91241805319,2767.17789165477,344.049233596931,3899.48412943882,3993.10761314309,4697.47363481822,3276.28085515349,3577.1989425266,1387.06365083437,4425.70371727371
"ENSMUSG00000018821",4788.92719513131,2320.56882558176,1399.93247560967,3324.81083078925,2703.77204017111,4781.9779967187,1107.57528429896,1185.56225450082,4217.65683184871,700.134705141346,4371.96496876269,331.878645581426,2510.1220914944,33.991279163327
"ENSMUSG00000018822",1295.05421768128,1664.80641118893,3727.16791624368,601.968786069459,136.046130167641,611.631942197073,232.078790227014,734.479694332925,3934.38827289658,1289.43997267046,146.383631151213,786.310819024363,66.7462448192211,1483.97633205099
"ENSMUSG00000023307",756.217485784445,824.901284150992,703.13907056964,2612.19258158247,867.64798918367,3481.21761212095,2437.92964121552,621.947848632645,1527.80272582341,4042.70589292681,4697.65435590941,4594.27422120664,921.911989904601,500.160534218877
"ENSMUSG00000024639",4633.30806804933,1776.9230405794,2505.92620886128,1731.42265129673,3013.94875650375,3552.06406601812,3459.76122846217,4311.76207200804,1323.82696228034,795.421203920324,4141.15044214931,4757.70175097213,530.845658619125,1003.23916396036
"ENSMUSG00000024640",2747.44806105673,4632.05417891223,1985.7020900788,1027.76913281766,3313.60679953425,1386.94327282443,3696.09171752706,3769.52138576728,2999.9655816429,4311.38602341072,1994.42220051954,2120.97740141998,1538.26311349248,204.919561765705
"ENSMUSG00000024642",2351.67909493132,901.972469953169,3437.45513115218,1327.76776705801,856.236963617114,3635.3444608397,3908.57151247291,4060.13978414204,4040.51250717328,2177.27222083803,3325.4800785123,2458.00069086522,3450.01678603478,1722.89393926732
"ENSMUSG00000024650",4973.76463921809,4038.34971140022,594.232525738995,1988.13157083991,82.7696113671253,571.432765987743,4702.47723958015,2346.68067255354,4959.46868707797,1118.00334597453,658.741812301885,1633.90295663272,2173.47564618143,2009.39639586805
"ENSMUSG00000024653",3590.26146147604,1891.14666443677,3483.96335522113,2937.14337097879,4324.84049970267,4612.50377806583,91.6311269836923,4914.91274078116,4668.82900553395,1580.48350874348,623.001412401578,5069.97099242908,1905.11516033679,3428.22118358113
"ENSMUSG00000024654",2515.97154791456,2946.18962027213,1292.08511984201,2179.3766266628,3054.85725662788,2336.45564285167,1312.04481223154,972.831145375705,3442.97972400579,543.121131671557,1167.2252289286,1183.5532509733,1266.10192187619,1863.71309176695
"ENSMUSG00000024658",129.204580738192,314.340797151711,1755.20543742832,3093.39896693689,3360.24558802028,4732.25274042415,2961.02820026263,3789.02015091032,4097.16372388419,2050.19480243492,73.1920085730737,3661.96441750597,3365.47968731075,1723.86061276907
"ENSMUSG00000024659",4167.85161790336,4279.73641083239,3177.31971692041,997.556598456849,2167.21912452716,1655.90093940864,693.231561034487,1752.26123881028,1175.45820324877,4382.78209929744,4422.12942061078,1949.39939606781,4805.51541671696,846.864822572957
"ENSMUSG00000024660",4580.36453656518,1192.30452196633,17.9749090378156,2708.84425298807,2874.09532633427,2004.31633163382,50.8956211013414,710.942447902624,1360.90373381649,3648.83026062055,1819.17627946483,871.061209498142,4980.86854323856,4678.18396461803
"ENSMUSG00000024661",4329.84909116651,10586.8823974185,3591.900953003,196.056575229094,2855.00399918293,476.924418006938,4582.78204372371,519.267174527589,2917.21834617548,2529.45617385962,3670.22038919167,342.747016748873,332.346349901403,3323.96729166925
"ENSMUSG00000024663",2201.49336865449,494.536697478024,2813.61522718749,72.4778257152261,4383.91968097605,713.09195320632,1785.37966380887,4571.57212135574,149.381055497636,154.078049559675,3598.91654116329,2535.59670156608,587.158033908851,3370.99568685955
"ENSMUSG00000024664",2441.90332741283,3384.68575904847,4785.57643272472,3903.71435610899,58.0335652872014,2856.19188367963,1563.50614167981,2090.90200749008,947.795511744161,1706.43205866338,2748.51369145117,4717.85029399392,135.576751369359,4792.80808391997
"ENSMUSG00000024665",1586.54472411435,4085.46440807574,211.469588703205,1499.88273083178,3794.07348183807,1353.44041989425,2142.6945289219,15.344112806917,4870.82341822461,3184.65018766771,1525.45513910141,265.505489470195,3364.39176463412,740.041288306283
"ENSMUSG00000024666",1091.75276044081,1377.50308324279,3800.12345645559,443.922707463157,1336.67345002681,2288.58853750352,2683.2318432644,4707.58257306712,2056.30218878759,1841.26315132927,3847.31620526533,1088.57566099859,3199.59042542694,542.893035548083
"ENSMUSG00000024667",4089.69236054392,2475.7334092724,697.847707590462,1181.77101178108,3306.01022797453,1930.60944623109,3869.23177664983,3951.55379984909,4825.46386178455,2141.7802473244,836.85865292382,1144.72587850199,893.739786014783,4817.03630214914
"ENSMUSG00000024668",160.256394802049,1045.13582902595,4006.30456138644,2891.04668188648,2307.07125040025,2485.78242882381,4484.87084568294,3799.22600446705,3293.58824374289,1782.50093391399,6.74129310577555,2676.51231818912,4411.47144840687,358.367894694551
"ENSMUSG00000024669",1479.34882284422,3346.63292390874,4075.03676842306,2529.67632257808,1357.60689779429,4212.50642265008,2370.66980242426,2500.09337843632,4566.93885770977,522.902809231441,2929.59450160543,5042.59911149064,840.584309328864,4759.7947995694
"ENSMUSG00000024670",2919.60770546018,2612.83170477494,999.196004360255,544.594063673893,3173.78560047257,4067.03040523903,1462.68255589865,701.746824760409,504.804442484325,3704.58651956784,189.722986421489,1993.34906255546,3283.11718872207,3872.12514932229
"ENSMUSG00000024672",2836.52738549369,1567.705974423,5199.00147745488,738.867872156626,4485.71066136612,241.206632527944,2222.08469156689,897.12483062906,1606.10183575271,4618.5275925437,1694.95264876861,3313.73017033244,4200.80284256482,4445.12458287885
"ENSMUSG00000024673",4571.18243815823,2172.34905422346,2845.33126357311,4855.05486390094,4523.78881590974,1501.80618834452,3125.85711769825,2414.18147848451,2589.95934817192,4410.42395777111,4004.43054611182,1373.49391996938,2134.87306698264,3403.04610700375
"ENSMUSG00000024675",1778.93026342923,2222.44148955394,3604.49858680218,768.05061716872,2886.43070443318,4318.75688704132,4009.7622982499,3355.18712876408,965.300549362272,4763.14300286288,1779.62288881608,1923.87659735854,4702.28717265849,454.511501074471
"ENSMUSG00000024677",3565.65440103873,545.591928529871,3105.44461805637,2823.61667928717,4001.46892057517,3041.88798362815,3688.82911469439,2526.69247742827,2163.45007525638,3161.48611285997,1947.28825455616,954.806092369765,1856.3806396437,433.150184090108
"ENSMUSG00000024678",3821.10889027376,2456.67539110244,4896.59839317027,385.539562360916,4658.85835401768,2772.91809887188,1159.39721991692,1503.73071923279,2348.88444962426,4117.77938243237,2819.7779421312,489.145054414403,4949.59319034069,299.125600789596
"ENSMUSG00000024679",4248.04020887715,1552.7197997703,4837.37973381609,4486.42684593736,3856.82226107227,293.848447800979,4086.23155864297,1006.55060934515,3566.56667699635,1542.80296475148,288.895831612178,200.148253041756,813.415715070226,213.659410843625
"ENSMUSG00000024680",3895.30950177388,1451.59051545234,1606.11728135868,1125.40175488675,1670.60065935642,2359.41428877518,3567.87702632342,1881.1787955142,707.753909791793,1845.1386081095,2018.48978311012,2033.1578885081,2767.79634072027,938.163923034212
"ENSMUSG00000024681",55.0894755862143,4331.73242685047,5075.27551351717,3223.22276129165,1715.31097862962,3229.49987382531,2417.59241985978,4461.01550853701,4959.41703799652,3458.17533199553,4075.49752105596,4775.00082586789,947.983330679413,4620.88375256757
"ENSMUSG00000024682",176.281655087326,4149.51767450966,2371.64121254192,857.649763820967,2087.30581896587,547.500643644982,2894.92629640163,1687.86179453761,4278.47299283215,2262.0803269235,4741.04486440429,2320.12074025585,1286.93710923267,3961.4723661348
"ENSMUSG00000024683",2849.5084512326,4928.341256154,2706.82292270938,2159.24002964992,3116.69489693644,4054.57644421045,4095.96308955562,4116.36767851352,3486.24700679909,3801.86024204658,3511.29425326595,2830.72181865145,2913.90170963073,2558.11245561559
"ENSMUSG00000024687",4051.3143096662,2697.90374494763,4943.12674378029,1907.60198336566,1618.28917661806,3569.30239948999,4959.97551518863,1483.30040152644,2109.88687934144,3368.4469433093,4221.1582165402,1433.75076233292,1616.55242425655,1233.4143638036
"ENSMUSG00000024691",4238.65704420907,2433.62854860443,2152.77071777695,92.6112786586539,816.278549258066,2853.33140742115,3908.60626814614,5.11479955206111,3581.03253782573,724.156380155376,4167.17929335167,3463.86601730534,4172.74434938137,4641.32084665294
"ENSMUSG00000024694",1783.87070066025,2899.16696270066,584.715658369995,1854.20438761467,164.586751061437,1200.28796182831,2803.36168850001,1448.48430225413,1743.11697076977,3822.17473088879,1135.41168278679,2337.47401376997,2118.10464182018,1243.11756716727
"ENSMUSG00000024695",2399.74518234214,3852.14404903664,54.9823355930119,4171.56410030627,3498.20401626365,1032.79254231561,812.243045240683,2725.17851560313,2616.75235702227,2678.96421939517,4645.86939907962,3281.08095825553,886.497588358637,2556.17659493008
"ENSMUSG00000024696",1367.17666111626,1359.47764865097,985.452481782277,764.035146035128,1608.76796325215,2420.68219406077,4621.25764239595,3917.89593160312,932.343149256031,3927.08264697021,3313.83750072745,3756.9262430526,3459.31366392813,3295.24057183602
"ENSMUSG00000024697",4184.60000855536,4730.11896606666,2285.99682429998,2986.70418218473,74.2070724345864,4470.94891575732,1128.82458920366,3017.722081932,11.3323710021814,13.4817144142271,1512.96460606987,5082.438735223,3213.23298668351,2062.80736360051
"ENSMUSG00000024712",2757.45585318252,4025.38899542838,3610.84863073024,3604.74574634017,2550.61272331369,89.0170773793662,673.864742854769,2588.03335315513,1837.89188858364,2590.48479616985,250.386861134904,1304.03963368466,2008.61145866107,3311.73479965571
"ENSMUSG00000024713",4657.25524051149,4748.10924947603,1273.05341350475,363.400824850702,4569.45544910944,1049.06297514366,804.099403107838,484.885960415136,1103.36380928281,4237.03737154157,496.947105420552,4155.22290016492,227.36043545418,4433.49382119905
"ENSMUSG00000024725",4968.91496307702,967.05135991556,558.282081613365,484.190727362476,1021.77208666416,1035.65750886358,5056.92403188289,2812.0866109594,3731.43260494159,2202.36500192548,543.156911134253,55.1437824392813,1536.19691218893,1607.31580728113
"ENSMUSG00000024726",4722.46425962313,2777.00826711636,5234.95344316648,2959.52007764826,4013.83964672834,4225.9109929543,524.208765392238,639.346862958722,4995.51284878656,1380.91688080776,1173.96437385481,3278.00169831321,1102.36174705526,3072.84343292177
"ENSMUSG00000024727",819.27689921642,538.579669060995,3720.82631390527,2300.19554736658,2408.88195378955,2131.62683281571,960.848920108968,5054.47402402517,4879.11341824015,483.407759819212,3995.79869438163,802.655344234732,1879.37258576686,2186.15412478544
"ENSMUSG00000024728",3684.24292064256,3583.01084521626,4197.67869780859,1214.94736250091,993.216993508757,454.649164341582,1990.28800205463,3511.61226283743,1737.94540127868,562.438632794907,4687.65303199072,393.144660693583,1455.75483988612,2849.42491403462
"ENSMUSG00000024729",4971.89195943407,3584.89107978591,4753.8571618101,2453.17248688168,1511.72914351456,4509.2294767688,4737.26509709859,4452.90863466944,5063.50232555553,628.8313174088,2091.74286493302,50.0379471503878,5210.37330548358,3640.01468285932
"ENSMUSG00000024730",2961.79825047178,728.798612624206,4967.43840462823,3702.34982378601,3888.23726231304,2841.82586385212,4489.11385063831,1349.25203953026,3396.60051089439,1951.07084559665,1184.51421208381,2708.15386380471,3293.4056421562,4847.18008289073
"ENSMUSG00000024731",4656.74002418242,3656.05506281347,329.893398586747,3741.53239879422,2146.27163375052,2865.7383207369,3891.82192415918,2789.4889676611,4224.86428730037,4009.18618467176,1652.47668574679,3309.59029257923,3234.87710306939,2018.1089039605
"ENSMUSG00000024732",4587.19330460877,2122.29064009622,3769.46368576448,3443.73428009193,4032.87404790709,3725.3168633231,2141.58294042659,5061.6115395323,5042.91143938916,2315.94726334189,4073.7713145154,1279.54798915834,1584.2072167113,1173.19888405305
"ENSMUSG00000024734",1808.91882609266,1275.39495119307,4261.12812685796,4672.74641584151,2288.99124927787,4578.12909611865,3441.62148566469,1488.37590701595,3617.06857131027,3931.97260828779,2474.01256185973,544.286714810614,452.611371209057,277.758915227519
"ENSMUSG00000024735",4668.45505580375,2218.41873511594,4062.33324252663,44.2919673649488,3392.59633261839,1154.34945417881,2808.3795436084,1348.2409835556,3572.7662231427,2225.48542916063,3724.09733092753,4394.12521965057,2319.42091415951,1345.0900068932
"ENSMUSG00000024736",4026.35085677355,3913.23506484435,5114.41563808329,3651.08712464309,4117.54108496645,3682.23939587634,4082.70166823206,2902.12782914858,570.739403638214,559.491202575144,733.850357476761,1925.95523199249,1936.70011176577,712.853381321186
"ENSMUSG00000024737",171.271266883816,571.619812878909,547.708678566577,2501.49519804805,613.634843438409,874.854112226554,1706.99470695344,3397.22817386336,992.096659855709,1165.21217382189,3437.13377254919,524.888313792478,3001.50182570628,3597.28411569196
"ENSMUSG00000024738",750.250517472475,219.241981788307,2914.04747297224,2177.30206035772,4540.8342284586,3249.59319007103,1214.46305342195,378.477956271947,3405.84175502489,3131.81986505997,406.378610671478,565.722998704846,1875.04576304489,980.887164933587
"ENSMUSG00000024740",1295.0989935132,3954.321763013,4124.72731372918,1790.78276330438,3300.29368459302,1171.57164198062,1202.17346250468,5033.88029127431,4473.17110474746,1177.76063789464,4053.37456250409,1178.43639461432,2473.71938133852,4275.15427607744
"ENSMUSG00000024742",3547.60103849782,4526.90135528411,360.557301755694,1382.1171787076,3730.33161718665,2753.78230842269,4462.37927537022,1752.32336495106,2270.59455635383,667.345817440368,1964.63599093501,1847.32327387173,2480.05729274852,434.121791873001
"ENSMUSG00000024743",2172.45976107988,3274.56528279172,1617.74392718048,3449.74644487056,3964.3730133745,2672.4252673569,432.603994207307,1124.21865720937,698.482567057736,607.648575268883,1418.57138358364,796.519214772902,4006.85607953933,4076.06319193992
"ENSMUSG00000024747",4506.13006676305,2207.39241879818,3641.52270268345,875.775626624476,642.176135837136,34.4581561857322,766.4663861512,1401.44716682145,121.565348720396,1617.81303869749,4678.51497372458,3489.38534115808,3577.19461621472,3693.43261560076
"ENSMUSG00000024749",2616.11443882765,3015.25884349266,2339.92207529239,4880.20663073753,4600.84134754764,4380.9774979606,3766.1169314133,4853.93970549868,2655.89732570559,191.632177792679,2106.21737064206,3949.94882147264,4974.74382148391,161.217624748463
"ENSMUSG00000024750",765.198592107005,4332.67395945237,1114.4501807734,2340.45276879197,978.012626570633,3318.51919043762,4658.74532104116,1110.93669079394,3962.21493098278,697.190527418007,103.048284588631,3224.91167756039,4113.31368342563,24.2797841023654
"ENSMUSG00000024754",73.114176975158,3732.02036332557,4105.70261367002,2823.64946792782,4743.55463607817,4412.57096563917,1192.92367829261,441.920577092893,3667.57525716307,1841.19152325622,2186.17427585079,2108.75573377669,1584.21686211125,99.0615843435956
"ENSMUSG00000024757",1898.9908632187,4218.56236038405,846.939665342351,4817.78954835012,881.922788037001,682.463619122992,2973.20637112414,517.616615510747,324.517997458262,3155.67788222964,2860.28917871904,198.11004055639,2281.9112343468,4682.10799533965
"ENSMUSG00000024758",2424.76952798975,1636.89685881776,2950.85916778106,4935.94739415507,2749.11177209743,1893.20962561176,2297.56555808826,8.37387090086369,4731.05456143287,3466.44099393707,4312.32680329662,4409.55386260102,2036.15416933288,3865.72335701487
"ENSMUSG00000024759",1481.33260753267,1015.09888344773,4820.46132858432,3272.60234597649,1584.99052832367,1793.74376896303,4446.04558294973,705.839937274985,1336.18736715719,752.085512206748,957.285335389566,3970.3634363582,313.920337283779,213.661428579799
"ENSMUSG00000024761",478.829044611446,1863.1073838276,4586.77927437235,921.008386485866,300.627361560156,3229.42829164172,4470.49866373766,2211.46841705344,4588.48206589584,180.101832497062,4086.62939972079,3944.68485849763,2959.37639928817,1890.86637570493
"ENSMUSG00000024764",4857.25636891273,4080.70321138132,985.96478998472,4841.70620480818,3350.25108613871,4424.18616884968,4520.84321481878,4700.7114184775,2757.15940177581,226.776948829147,1983.54159241537,1835.24395816948,309.090746177889,335.31676064265
"ENSMUSG00000024766",2981.6873659729,3760.06300788289,5124.98982681999,2475.33663588482,2064.48028547194,513.044386965356,32.5717899459403,4739.3698577146,4572.09985917364,1713.13286082862,2587.75018979691,1285.67384092424,3449.99224339349,3541.93212410452
"ENSMUSG00000024767",1867.04623655685,4104.51271434385,5238.11896792819,309.030749623373,3939.60479264634,4450.81480688949,1230.70972812416,857.215271646508,1535.0096082082,3713.42853136303,3756.69921435614,3317.78517396797,2319.3334509798,4091.59228089722
"ENSMUSG00000024768",3831.14210967915,1881.05119510187,3821.27070875403,1392.16727429538,4392.47205762952,3301.27324314815,4238.59664556177,2968.58309258654,2071.75600683299,988.039864668306,2217.86930788506,4355.32629534603,3308.05808618926,3087.40160564454
"ENSMUSG00000024769",3839.01606236285,2493.69067602338,454.661830632791,52.3455926082396,2953.06507490864,1383.11501667973,2280.00878909333,3052.51746234404,4366.05960502933,36.5928958511828,4800.89121522759,2475.35925179422,1286.97407180401,2531.89563943204
"ENSMUSG00000024770",1125.83492877659,3806.16390505229,2156.99145021759,425.802743439993,3960.52868580103,3575.03806545502,2742.33368124025,425.539434874663,1564.88320446472,4681.22122338061,2651.17860418361,390.087168106255,1133.61196438495,3528.30089654927
"ENSMUSG00000024771",3425.42478912657,3011.26928862651,714.768446738971,313.065381061575,3852.11386976711,4364.70933166573,1150.20413114121,491.016784069264,3219.41265618038,2774.36082224355,296.621362019126,4023.45402124353,802.002982131591,3408.86500861442
"ENSMUSG00000024772",1067.22382138847,4711.39890459477,4146.80333646331,2392.47837736975,2429.5853109404,2426.93453945373,727.438678320688,35.124231447733,339.36806707119,2483.07581357032,4001.11525386623,1397.55798193263,3786.81424739624,864.941536434855
"ENSMUSG00000024773",2203.47269783323,1860.00847303485,170.233632016629,2048.52433670031,4087.0949045745,3993.33364102029,3668.39995590254,4567.50504643047,650.065640992342,3444.56194958167,2927.70494704315,3561.89357946691,2336.15352011969,2051.15192256713
"ENSMUSG00000024774",2766.42437046119,2303.50149463627,465.234199141352,3877.56653734994,162.684044071007,3727.23444231934,1637.8015457622,2458.13959802383,1922.37403521788,4767.77757836478,1429.15244468828,4480.93263838467,2178.63160702789,4810.28316110023
"ENSMUSG00000024776",2851.53248637781,1267.37649914105,1508.84203935271,2520.61447870466,2270.92283091709,3655.43243115278,1899.39078484327,2287.31755039861,3893.17792937889,236.89556338016,1341.52480340129,2724.5136663966,3485.39473615261,4375.20309644501
"ENSMUSG00000024777",674.094389485588,1292.41763670931,4177.59631337899,3398.34483137579,1854.21355629351,1638.66741497944,4781.28657237544,2119.51902393204,2269.55030373718,1594.7597300373,3316.62908056303,1224.38674769051,4364.42624808934,2493.02851724757
"ENSMUSG00000024778",4623.49667978141,2954.23853203522,1502.49675050887,222.462959985295,1360.45466583343,2368.02823827547,599.567663042238,3298.96507447621,4591.64257661093,1474.37963236727,593.219356698231,905.781160490734,1367.21000621319,2706.68970174731
"ENSMUSG00000024780",534.846620609227,3435.71786022375,3601.34123422272,541.57209903559,2826.52581217233,7.65740160353625,1831.16267046502,1699.1284037623,410.025417344273,3648.73311314718,215.724559129571,1987.22419959982,4162.2794483856,1569.44147500389
"ENSMUSG00000024781",1251.31078815583,1132.36595908022,2379.0014658343,5126.00806287665,2117.11259547169,4047.83856552117,1149.2777634923,3242.40877195761,2004.93553982766,1758.44673385081,3403.46961513444,4386.65734608042,3279.99888462052,3221.88099488499
