Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
Atha_Ler-0_sl_FLT_0.57G_Rep2_read_dist	116	163	160	7852661	126	0.02	1480965	4	0.0	1749551	25	0.01	4236521	5	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	3	77.30061349693251	2.4539877300613497	15.337423312883436	3.067484662576687	0.0	0.0	0.0	0.0	0.0	0.0	1.8404907975460123	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.57G_Rep3_read_dist	98	154	154	7852661	137	0.02	1480965	2	0.0	1749551	12	0.01	4236521	3	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	0	88.96103896103897	1.2987012987012987	7.792207792207792	1.948051948051948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_0.57G_Rep4_read_dist	70	103	103	7852661	88	0.01	1480965	8	0.01	1749551	7	0.0	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	0	85.43689320388349	7.766990291262135	6.796116504854369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_1G_Rep1_read_dist	84	133	133	7852661	126	0.02	1480965	0	0.0	1749551	6	0.0	4236521	1	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	0	94.73684210526315	0.0	4.511278195488721	0.7518796992481203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_1G_Rep2_read_dist	112	151	149	7852661	125	0.02	1480965	3	0.0	1749551	20	0.01	4236521	1	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	2	82.78145695364239	1.9867549668874174	13.245033112582782	0.6622516556291391	0.0	0.0	0.0	0.0	0.0	0.0	1.3245033112582782	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_1G_Rep3_read_dist	118	169	165	7852661	156	0.02	1480965	6	0.0	1749551	3	0.0	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	4	92.3076923076923	3.5502958579881656	1.7751479289940828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.366863905325444	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_uG_Rep1_read_dist	86	130	127	7852661	121	0.02	1480965	3	0.0	1749551	3	0.0	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	3	93.07692307692308	2.307692307692308	2.307692307692308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.307692307692308	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_uG_Rep2_read_dist	86	115	113	7852661	99	0.01	1480965	2	0.0	1749551	10	0.01	4236521	2	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	2	86.08695652173914	1.7391304347826086	8.695652173913043	1.7391304347826086	0.0	0.0	0.0	0.0	0.0	0.0	1.7391304347826086	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_uG_Rep3_read_dist	74	103	99	7852661	88	0.01	1480965	4	0.0	1749551	6	0.0	4236521	1	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	4	85.43689320388349	3.8834951456310676	5.825242718446602	0.9708737864077669	0.0	0.0	0.0	0.0	0.0	0.0	3.8834951456310676	1249387	4036251	0	0	1626486	4230308	0	0
Atha_Ler-0_sl_FLT_uG_Rep4_read_dist	58	89	85	7852661	74	0.01	1480965	8	0.01	1749551	3	0.0	4236521	0	0.0	4108875	0	0.0	0.0	0.0	3175004	0	0.0	0.0	0.0	4	83.14606741573034	8.98876404494382	3.3707865168539324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49438202247191	1249387	4036251	0	0	1626486	4230308	0	0
