task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
5	8b/9ecc31	468205	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_GC_I_Rep1_M31)	COMPLETED	0	2022-09-14 23:21:57.211	16.3s	15s	52.5%	181.7 MB	3.4 GB	19.9 MB	1.9 MB
38	10/169db3	479138	STAGING:STAGE_RAW_READS (Mmus_C57-6J_LVR_FLT_C_Rep2_M26)	COMPLETED	0	2022-09-14 23:22:13.243	873ms	72ms	10.1%	0	0	86.8 KB	16.6 KB
39	69/46431b	479292	STAGING:STAGE_RAW_READS (Mmus_C57-6J_LVR_FLT_C_Rep3_M27)	COMPLETED	0	2022-09-14 23:22:13.615	799ms	83ms	9.8%	0	0	87.6 KB	17.5 KB
41	ac/de7a48	479831	STAGING:STAGE_RAW_READS (Mmus_C57-6J_LVR_FLT_C_Rep4_M28)	COMPLETED	0	2022-09-14 23:22:14.508	828ms	83ms	10.6%	0	0	87.6 KB	17.5 KB
12	76/0342c2	469173	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_GC_I_Rep1_M31)	COMPLETED	0	2022-09-14 23:21:58.820	17.6s	16s	58.0%	206.3 MB	3.3 GB	19.9 MB	2 MB
11	74/f14093	468811	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_GC_I_Rep2_M32)	COMPLETED	0	2022-09-14 23:21:58.208	19.7s	18s	53.1%	185.2 MB	3.4 GB	19.9 MB	1.9 MB
14	02/180ebf	469628	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_I_Rep1_M21)	COMPLETED	0	2022-09-14 23:21:59.314	19.8s	17s	45.6%	132 MB	3.3 GB	19.8 MB	1.8 MB
16	d3/e04c01	470092	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_GC_I_Rep2_M32)	COMPLETED	0	2022-09-14 23:22:00.018	20.8s	19s	49.6%	161.2 MB	3.4 GB	19.9 MB	1.9 MB
46	13/b59f64	483019	STAGING:STAGE_RAW_READS (Mmus_C57-6J_LVR_FLT_C_Rep5_M30)	COMPLETED	0	2022-09-14 23:22:20.840	793ms	87ms	15.2%	0	0	87.6 KB	17.5 KB
42	3f/6ea5c7	480914	TRIMGALORE (Sample: Mmus_C57-6J_LVR_GC_C_Rep5_M40)	COMPLETED	0	2022-09-14 23:22:16.443	9s	5s	16.8%	18.4 MB	29.4 MB	7.7 MB	236.8 KB
45	a9/efec4e	481649	TRIMGALORE (Sample: Mmus_C57-6J_LVR_FLT_C_Rep1_M25)	COMPLETED	0	2022-09-14 23:22:18.013	8.2s	3s	21.0%	13 MB	19.3 MB	7.7 MB	236.5 KB
18	a1/aad4a0	470514	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_I_Rep2_M22)	COMPLETED	0	2022-09-14 23:22:00.324	26.1s	24s	44.2%	197.2 MB	3.5 GB	19.9 MB	1.9 MB
23	27/b84e5b	471615	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_I_Rep1_M21)	COMPLETED	0	2022-09-14 23:22:01.834	25.3s	22s	39.9%	165.8 MB	3.4 GB	19.9 MB	1.9 MB
22	0f/d788ee	471342	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_GC_C_Rep1_M36)	COMPLETED	0	2022-09-14 23:22:01.342	26.1s	22s	44.6%	141.2 MB	3.3 GB	19.9 MB	1.9 MB
27	98/0725d2	472906	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_I_Rep2_M22)	COMPLETED	0	2022-09-14 23:22:03.537	26.8s	24s	47.7%	138.5 MB	3.3 GB	19.9 MB	1.9 MB
48	09/603f31	485304	GET_MAX_READ_LENGTH (1)	COMPLETED	0	2022-09-14 23:22:25.503	5.2s	784ms	21.3%	13.7 MB	18.3 MB	1.1 MB	1.3 MB
26	77/ead222	472414	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_GC_C_Rep2_M37)	COMPLETED	0	2022-09-14 23:22:03.032	28.9s	25s	43.8%	183.6 MB	3.4 GB	19.9 MB	1.9 MB
34	33/4b8a9c	476345	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_GC_C_Rep4_M39)	COMPLETED	0	2022-09-14 23:22:08.611	24.1s	21s	40.3%	165.4 MB	3.4 GB	19.9 MB	1.9 MB
49	86/9bc4b0	485583	TRIMGALORE (Sample: Mmus_C57-6J_LVR_FLT_C_Rep2_M26)	COMPLETED	0	2022-09-14 23:22:26.302	6.5s	2s	26.5%	14 MB	19.3 MB	7.7 MB	234.5 KB
32	4b/4bcc64	474661	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_GC_C_Rep1_M36)	COMPLETED	0	2022-09-14 23:22:06.033	27.4s	23s	38.1%	124.5 MB	3.3 GB	19.9 MB	1.9 MB
29	97/ca2fdb	473561	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_GC_C_Rep3_M38)	COMPLETED	0	2022-09-14 23:22:04.629	29.1s	25s	41.2%	99.1 MB	3.3 GB	19.9 MB	1.9 MB
51	bc/1ab63b	486035	TRIMGALORE (Sample: Mmus_C57-6J_LVR_FLT_C_Rep3_M27)	COMPLETED	0	2022-09-14 23:22:27.139	6.6s	3s	27.7%	12.9 MB	19.3 MB	7.7 MB	236 KB
37	b6/4cebcb	478951	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_GC_C_Rep2_M37)	COMPLETED	0	2022-09-14 23:22:12.951	23.8s	20s	45.8%	172.8 MB	3.3 GB	19.9 MB	2 MB
55	8b/7ab751	488845	GET_MAX_READ_LENGTH (2)	COMPLETED	0	2022-09-14 23:22:32.010	5.2s	496ms	31.0%	3.1 MB	5.6 MB	1.1 MB	1.2 MB
54	26/9a8bda	487999	TRIMGALORE (Sample: Mmus_C57-6J_LVR_FLT_C_Rep4_M28)	COMPLETED	0	2022-09-14 23:22:30.743	7.4s	2s	25.6%	12.7 MB	19.3 MB	7.7 MB	235.2 KB
56	d5/4e6655	489183	GET_MAX_READ_LENGTH (3)	COMPLETED	0	2022-09-14 23:22:32.726	5.7s	569ms	30.5%	13.9 MB	18.7 MB	1.1 MB	1.2 MB
40	a5/710f1f	479631	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_GC_C_Rep3_M38)	COMPLETED	0	2022-09-14 23:22:14.125	25.2s	21s	45.3%	183.1 MB	3.4 GB	19.9 MB	1.9 MB
58	80/dfab1c	489623	TRIMGALORE (Sample: Mmus_C57-6J_LVR_FLT_C_Rep5_M30)	COMPLETED	0	2022-09-14 23:22:33.411	7s	2s	26.4%	12.7 MB	19.3 MB	7.7 MB	267.5 KB
43	75/dd9ee1	480348	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_GC_C_Rep5_M40)	COMPLETED	0	2022-09-14 23:22:15.410	26.6s	22s	46.5%	156.9 MB	3.4 GB	19.9 MB	1.9 MB
62	9f/e25a16	492097	GET_MAX_READ_LENGTH (5)	COMPLETED	0	2022-09-14 23:22:37.242	5.2s	603ms	25.3%	14 MB	19 MB	1.1 MB	1.2 MB
63	89/72b183	492483	GET_MAX_READ_LENGTH (6)	COMPLETED	0	2022-09-14 23:22:38.119	4.4s	478ms	39.6%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
61	4b/792711	491781	GET_MAX_READ_LENGTH (4)	COMPLETED	0	2022-09-14 23:22:36.725	6s	805ms	20.4%	12.1 MB	16.7 MB	1.1 MB	1.2 MB
64	c5/81a9f3	492629	GET_MAX_READ_LENGTH (7)	COMPLETED	0	2022-09-14 23:22:38.409	4.8s	899ms	21.7%	11.8 MB	16.7 MB	1.1 MB	1.2 MB
44	3a/579f1d	482193	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_C_Rep1_M25)	COMPLETED	0	2022-09-14 23:22:19.140	24.1s	20s	47.2%	157.2 MB	3.4 GB	19.9 MB	1.9 MB
47	55/0d08c8	483525	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_GC_C_Rep4_M39)	COMPLETED	0	2022-09-14 23:22:21.640	24.1s	20s	49.7%	150 MB	3.4 GB	19.9 MB	1.9 MB
66	3b/c1655e	493942	GET_MAX_READ_LENGTH (8)	COMPLETED	0	2022-09-14 23:22:40.431	5.7s	492ms	31.2%	14.1 MB	18.7 MB	1.1 MB	1.2 MB
71	f5/6e3b2b	495564	GET_MAX_READ_LENGTH (9)	COMPLETED	0	2022-09-14 23:22:43.218	5s	598ms	28.7%	3.2 MB	5.6 MB	1.1 MB	1.3 MB
72	b2/823bb9	495643	GET_MAX_READ_LENGTH (10)	COMPLETED	0	2022-09-14 23:22:43.309	5.2s	910ms	17.6%	3.1 MB	5.6 MB	1.1 MB	1.3 MB
50	bc/4b3e7a	485692	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_C_Rep2_M26)	COMPLETED	0	2022-09-14 23:22:26.519	23.6s	19s	47.9%	192.7 MB	3.3 GB	19.9 MB	1.9 MB
52	2d/e4b08d	486189	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_C_Rep3_M27)	COMPLETED	0	2022-09-14 23:22:27.416	23.8s	21s	48.4%	133.5 MB	3.3 GB	19.9 MB	1.9 MB
73	89/e18e37	498904	GET_MAX_READ_LENGTH (11)	COMPLETED	0	2022-09-14 23:22:50.122	3.5s	398ms	40.3%	3 MB	5.6 MB	1.1 MB	1.2 MB
57	68/cf065c	489235	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_C_Rep5_M30)	COMPLETED	0	2022-09-14 23:22:32.829	21.9s	17s	57.2%	176.1 MB	3.4 GB	19.8 MB	1.9 MB
74	25/9068f1	499459	GET_MAX_READ_LENGTH (12)	COMPLETED	0	2022-09-14 23:22:51.312	3.5s	417ms	33.6%	13.8 MB	18.7 MB	1.1 MB	1.3 MB
59	2e/e7da95	489761	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_GC_C_Rep5_M40)	COMPLETED	0	2022-09-14 23:22:33.714	21.2s	17s	46.4%	207.9 MB	3.4 GB	19.9 MB	1.9 MB
53	e1/c0d890	487988	RAW_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_C_Rep4_M28)	COMPLETED	0	2022-09-14 23:22:30.721	24.5s	19s	49.7%	159.1 MB	3.4 GB	19.9 MB	1.9 MB
60	72/5f0cc2	489776	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_C_Rep1_M25)	COMPLETED	0	2022-09-14 23:22:33.743	21.8s	18s	54.8%	169.3 MB	3.4 GB	19.9 MB	2 MB
75	06/4f5b6c	501209	GET_MAX_READ_LENGTH (13)	COMPLETED	0	2022-09-14 23:22:54.727	2.4s	283ms	55.1%	12 MB	16.7 MB	1.1 MB	1.2 MB
76	a3/151863	501458	GET_MAX_READ_LENGTH (14)	COMPLETED	0	2022-09-14 23:22:55.219	2.4s	293ms	54.9%	3.1 MB	5.6 MB	1.1 MB	1.2 MB
65	0b/694627	493426	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_C_Rep2_M26)	COMPLETED	0	2022-09-14 23:22:39.414	18.6s	15s	56.2%	220.9 MB	3.4 GB	19.9 MB	1.9 MB
69	18/c96700	495361	TRIM_MULTIQC (1)	COMPLETED	0	2022-09-14 23:22:42.809	16.8s	12.4s	33.5%	86.2 MB	2.2 GB	35.1 MB	2.4 MB
68	9e/7e4431	495141	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_C_Rep4_M28)	COMPLETED	0	2022-09-14 23:22:42.438	18s	15s	58.1%	221.8 MB	3.4 GB	19.9 MB	1.9 MB
70	f5/2e7c64	495188	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_C_Rep5_M30)	COMPLETED	0	2022-09-14 23:22:42.536	18s	15s	53.3%	150.3 MB	3.4 GB	19.9 MB	1.9 MB
67	9a/b825b6	494806	TRIMMED_FASTQC (Sample: Mmus_C57-6J_LVR_FLT_C_Rep3_M27)	COMPLETED	0	2022-09-14 23:22:42.055	19s	15s	61.3%	170.2 MB	3.3 GB	19.9 MB	1.9 MB
77	53/4fd1da	501477	RAW_MULTIQC (1)	COMPLETED	0	2022-09-14 23:22:55.251	9.2s	6.6s	72.7%	100.8 MB	2.2 GB	549.3 MB	4.1 MB
79	0e/ae82d6	504583	VV_RAW_READS (1)	COMPLETED	0	2022-09-14 23:23:04.502	1.1s	5ms	84.2%	0	0	70 KB	1.3 KB
78	97/93dc71	503883	TRIMMED_MULTIQC (1)	COMPLETED	0	2022-09-14 23:23:01.073	6.7s	5.8s	80.1%	101 MB	2.2 GB	563.3 MB	4.1 MB
80	97/dab60d	505257	VV_TRIMMED_READS (1)	COMPLETED	0	2022-09-14 23:23:07.777	988ms	4ms	80.0%	0	0	69.9 KB	1.3 KB
8	14/fb33ec	468353	REFERENCES:DOWNLOAD_GUNZIP_REFERENCES (Organism: mus_musculus  Ensembl Version: 107)	COMPLETED	0	2022-09-14 23:21:57.518	1m 22s	1m 22s	33.1%	8 MB	19 MB	1.6 GB	4.2 GB
81	02/77f055	505872	REFERENCES:SUBSAMPLE_GENOME (Sequence:'19')	COMPLETED	0	2022-09-14 23:23:19.149	20.5s	20s	98.8%	4.6 MB	11.8 MB	4.3 GB	86.5 MB
85	b2/6ca370	506780	REFERENCES:TO_PRED	COMPLETED	0	2022-09-14 23:23:39.672	1.6s	0ms	89.4%	6.2 MB	18.5 MB	27 MB	768.9 KB
86	b9/94d274	507551	REFERENCES:TO_BED	COMPLETED	0	2022-09-14 23:23:41.252	916ms	0ms	46.2%	6.1 MB	18.4 MB	822 KB	542.9 KB
83	90/f69c2e	506785	BUILD_RSEM (Refs:Mus_musculus.GRCm39.dna.primary_assembly_sub_19.fa,Mus_musculus.GRCm39.107_sub_19.gtf, Ensembl Version: 107 GenomeSubsample: 19)	COMPLETED	0	2022-09-14 23:23:39.675	4.3s	2s	96.8%	84.1 MB	148.8 MB	0	0
84	35/8d824e	506792	BUILD_STAR (Refs:Mus_musculus.GRCm39.dna.primary_assembly_sub_19.fa,Mus_musculus.GRCm39.107_sub_19.gtf, Ensembl.V:107 MaxReadLength:50 GenomeSubsample: 19)	COMPLETED	0	2022-09-14 23:23:39.679	1m 27s	1m 26s	103.2%	1.9 GB	1.9 GB	1.3 GB	1.5 GB
93	5b/a04914	509521	ALIGN_STAR (Sample: Mmus_C57-6J_LVR_GC_C_Rep3_M38)	COMPLETED	0	2022-09-14 23:25:07.261	20.8s	19s	46.0%	1 GB	2.3 GB	550.6 MB	777.9 KB
97	03/401fa9	509549	ALIGN_STAR (Sample: Mmus_C57-6J_LVR_FLT_C_Rep2_M26)	COMPLETED	0	2022-09-14 23:25:07.298	27.2s	26s	34.4%	1011.6 MB	2.3 GB	550.6 MB	773.4 KB
96	46/f12818	509711	ALIGN_STAR (Sample: Mmus_C57-6J_LVR_FLT_C_Rep1_M25)	COMPLETED	0	2022-09-14 23:25:07.388	1m 25s	1m 23s	18.8%	1.1 GB	2.4 GB	550.6 MB	762.6 KB
91	30/d4a4d7	509629	ALIGN_STAR (Sample: Mmus_C57-6J_LVR_FLT_I_Rep1_M21)	COMPLETED	0	2022-09-14 23:25:07.342	1m 25s	1m 23s	20.3%	1.1 GB	2.3 GB	550.6 MB	765.5 KB
100	3e/0f0130	509802	ALIGN_STAR (Sample: Mmus_C57-6J_LVR_FLT_C_Rep5_M30)	COMPLETED	0	2022-09-14 23:25:07.416	1m 25s	1m 23s	19.7%	1.1 GB	2.4 GB	550.6 MB	774.1 KB
88	a2/1fffd8	509591	ALIGN_STAR (Sample: Mmus_C57-6J_LVR_GC_C_Rep1_M36)	COMPLETED	0	2022-09-14 23:25:07.319	1m 25s	1m 23s	20.5%	1.1 GB	2.3 GB	550.6 MB	771 KB
92	fe/0000df	525027	ALIGN_STAR (Sample: Mmus_C57-6J_LVR_GC_C_Rep2_M37)	COMPLETED	0	2022-09-14 23:25:34.568	57.9s	56s	28.6%	1 GB	2.3 GB	550.7 MB	796.4 KB
98	4c/2e529a	509668	ALIGN_STAR (Sample: Mmus_C57-6J_LVR_FLT_C_Rep3_M27)	COMPLETED	0	2022-09-14 23:25:07.363	1m 25s	1m 23s	19.1%	1.1 GB	2.3 GB	550.6 MB	773.2 KB
87	5e/5050f0	509906	ALIGN_STAR (Sample: Mmus_C57-6J_LVR_FLT_I_Rep2_M22)	COMPLETED	0	2022-09-14 23:25:07.456	1m 25s	1m 23s	20.9%	1.1 GB	2.3 GB	550.6 MB	777.5 KB
90	ec/dd0280	523036	ALIGN_STAR (Sample: Mmus_C57-6J_LVR_GC_I_Rep2_M32)	COMPLETED	0	2022-09-14 23:25:28.086	1m 5s	1m 3s	26.0%	1020.2 MB	2.3 GB	550.6 MB	773.9 KB
102	6a/dc64d8	536019	STRANDEDNESS:SORT_INDEX_BAM (Sample:Mmus_C57-6J_LVR_FLT_C_Rep2_M26)	COMPLETED	0	2022-09-14 23:26:32.619	1.7s	0ms	90.6%	3.1 MB	5.4 MB	133.3 KB	50.9 KB
101	a0/250569	536005	STRANDEDNESS:SORT_INDEX_BAM (Sample:Mmus_C57-6J_LVR_GC_C_Rep3_M38)	COMPLETED	0	2022-09-14 23:26:32.604	2s	0ms	80.0%	3.1 MB	5.4 MB	133.8 KB	52 KB
104	72/4e3b01	536090	STRANDEDNESS:SORT_INDEX_BAM (Sample:Mmus_C57-6J_LVR_FLT_I_Rep1_M21)	COMPLETED	0	2022-09-14 23:26:32.658	2s	0ms	136.2%	3.1 MB	5.4 MB	131.8 KB	48.2 KB
105	8a/84f4b3	536149	STRANDEDNESS:SORT_INDEX_BAM (Sample:Mmus_C57-6J_LVR_FLT_C_Rep5_M30)	COMPLETED	0	2022-09-14 23:26:32.682	2.2s	0ms	98.0%	3 MB	5.4 MB	133.1 KB	51.3 KB
103	7c/1929da	536052	STRANDEDNESS:SORT_INDEX_BAM (Sample:Mmus_C57-6J_LVR_FLT_C_Rep1_M25)	COMPLETED	0	2022-09-14 23:26:32.638	2.3s	0ms	123.1%	3.1 MB	5.4 MB	130.6 KB	50.4 KB
106	3e/e634de	536223	STRANDEDNESS:SORT_INDEX_BAM (Sample:Mmus_C57-6J_LVR_GC_C_Rep1_M36)	COMPLETED	0	2022-09-14 23:26:32.722	2.4s	0ms	111.6%	3.1 MB	5.4 MB	132.3 KB	50.8 KB
108	3e/7f9649	536382	STRANDEDNESS:SORT_INDEX_BAM (Sample:Mmus_C57-6J_LVR_FLT_C_Rep3_M27)	COMPLETED	0	2022-09-14 23:26:32.867	2.4s	0ms	100.0%	3.2 MB	5.4 MB	132.9 KB	51.2 KB
107	fa/9e8f28	536357	STRANDEDNESS:SORT_INDEX_BAM (Sample:Mmus_C57-6J_LVR_GC_C_Rep2_M37)	COMPLETED	0	2022-09-14 23:26:32.847	2.7s	0ms	103.2%	3.1 MB	5.4 MB	137.7 KB	53.6 KB
110	16/56d442	538880	STRANDEDNESS:SORT_INDEX_BAM (Sample:Mmus_C57-6J_LVR_GC_I_Rep2_M32)	COMPLETED	0	2022-09-14 23:26:34.609	1.9s	0ms	87.3%	0	0	132.7 KB	49.3 KB
109	17/eabdd6	538503	STRANDEDNESS:SORT_INDEX_BAM (Sample:Mmus_C57-6J_LVR_FLT_I_Rep2_M22)	COMPLETED	0	2022-09-14 23:26:34.407	2.2s	0ms	111.6%	3.1 MB	5.4 MB	134.3 KB	52.1 KB
111	66/1d6b7b	539223	STRANDEDNESS:READ_DISTRIBUTION (Sample:Mmus_C57-6J_LVR_FLT_C_Rep2_M26)	COMPLETED	0	2022-09-14 23:26:34.739	4.6s	2s	69.7%	57.3 MB	2.1 GB	13 MB	2.9 KB
115	42/86ff3c	539600	STRANDEDNESS:READ_DISTRIBUTION (Sample:Mmus_C57-6J_LVR_GC_C_Rep3_M38)	COMPLETED	0	2022-09-14 23:26:34.953	5.3s	3s	64.9%	61.9 MB	2.1 GB	13 MB	2.9 KB
122	07/4965b5	540065	STRANDEDNESS:READ_DISTRIBUTION (Sample:Mmus_C57-6J_LVR_FLT_I_Rep1_M21)	COMPLETED	0	2022-09-14 23:26:35.545	4.8s	3s	64.1%	62 MB	2.1 GB	13 MB	2.9 KB
124	b5/86a52e	541667	STRANDEDNESS:READ_DISTRIBUTION (Sample:Mmus_C57-6J_LVR_FLT_C_Rep5_M30)	COMPLETED	0	2022-09-14 23:26:36.586	4.9s	3s	63.1%	62.2 MB	2.1 GB	13 MB	2.9 KB
114	f0/690cc6	539503	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Mmus_C57-6J_LVR_FLT_C_Rep2_M26)	COMPLETED	0	2022-09-14 23:26:34.907	7.6s	6s	63.3%	108.5 MB	4.2 GB	350.8 MB	14.2 KB
118	a7/aecd7c	539807	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Mmus_C57-6J_LVR_GC_C_Rep3_M38)	COMPLETED	0	2022-09-14 23:26:35.186	7.7s	6s	63.2%	108.9 MB	4.2 GB	357.9 MB	15.1 KB
121	6c/a8be78	545539	STRANDEDNESS:INFER_EXPERIMENT (Sample:Mmus_C57-6J_LVR_FLT_I_Rep1_M21)	COMPLETED	0	2022-09-14 23:26:40.402	2.6s	1s	77.9%	3.1 MB	5.4 MB	8.2 MB	2 KB
119	37/ad6925	539862	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Mmus_C57-6J_LVR_FLT_I_Rep1_M21)	COMPLETED	0	2022-09-14 23:26:35.308	7.9s	6s	63.4%	108.3 MB	4.2 GB	326.3 MB	15.3 KB
123	67/eb10a7	541613	STRANDEDNESS:GENEBODY_COVERAGE (Sample:Mmus_C57-6J_LVR_FLT_C_Rep5_M30)	COMPLETED	0	2022-09-14 23:26:36.529	6.9s	6s	64.1%	108.2 MB	4.2 GB	352.1 MB	14.2 KB
129	10/8a0a84	544300	STRANDEDNESS:READ_DISTRIBUTION (Sample:Mmus_C57-6J_LVR_FLT_C_Rep1_M25)	COMPLETED	0	2022-09-14 23:26:39.327	4.3s	3s	65.9%	59.3 MB	2.1 GB	13 MB	2.9 KB
125	b7/650ae8	546917	STRANDEDNESS:INFER_EXPERIMENT (Sample:Mmus_C57-6J_LVR_FLT_C_Rep5_M30)	COMPLETED	0	2022-09-14 23:26:41.586	2.6s	1s	87.7%	20.3 MB	1.3 GB	8.2 MB	2 KB
117	68/ea58b8	547820	STRANDEDNESS:INFER_EXPERIMENT (Sample:Mmus_C57-6J_LVR_GC_C_Rep3_M38)	COMPLETED	0	2022-09-14 23:26:42.536	3.1s	1s	81.1%	12.7 MB	18.3 MB	8.2 MB	2 KB
112	87/a23f4f	548357	STRANDEDNESS:INFER_EXPERIMENT (Sample:Mmus_C57-6J_LVR_FLT_C_Rep2_M26)	COMPLETED	0	2022-09-14 23:26:42.905	2.8s	2s	69.2%	16.4 MB	61.6 MB	8.2 MB	2 KB
